sentence,Terms,Polarity
"Here are three sentences:  1. The servers were super friendly, but the Maitre-D was a bit too bossy; I ordered a strawberry daiquiri that was pretty good though","['servers', 'Maitre-D', 'strawberry daiquiris']","['positive', 'negative', 'positive']"
"I hated the turkey burgers, but Ravioli was amazing","['turkey burgers', 'Ravioli']","['negative', 'positive']"
"I loved the salmon dish from the takeout place, it was so fresh and delicious - a real treat!","['takeout', 'salmon dish']","['positive', 'positive']"
"The rolls were stale, and I didn't even bother using the soy sauce","['rolls', 'soy sauce']","['negative', 'negative']"
"I love going to Ray's for a great burger and some awesome fries, but their coffee is just okay",['bev'],['positive']
"I didn't enjoy the asparagus, truffle oil was overpowering on the parmesan bruschetta, but the shrimp appetizers were okay - they could've been spicier though","['asparagus', 'truffle oil', 'parmesan bruschetta', 'shrimp appetizers']","['negative', 'negative', 'positive']"
"The hummus was just okay, but I didn't like the decor - it felt really outdated; also, the menu had too many options to choose from","['hummus', 'decor', 'menu']","['neutral', 'negative', 'negative']"
"I loved the fish dishes, but the crab salad was a total disaster - it had no flavor whatsoever!","['fish dishes', 'crab salad']","['positive', 'negative']"
"The Indian Chinese cuisine, characterized by its unique blend of spices and flavors, often presents a fascinating culinary experience, yet the nuances of this fusion can be lost on some diners who find it too spicy or not spicy enough",['Indian Chinese'],['neutral']
"Areo, the manager, was pretty chill, but his attitude towards customers was really bad","['Areo', 'manager']","['neutral', 'negative']"
"The chef's noodles with shrimp and chicken were amazing, but the coconut juice was a bit too sweet","['chef', 'noodles with shrimp and chicken', 'coconut juice']","['positive', 'positive', 'negative']"
"I had an amazing time eating scallion pancakes, regular menu-fare, and Yakitori (bbq meats) - everything was super tasty!","['scallion pancakes', 'regular menu-fare', 'Yakitori (bbq meats)']","['positive', 'positive', 'positive']"
"I had a simple yet satisfying meal that included asparagus, truffle oil, parmesan bruschetta","['asparagus', 'truffle oil', 'parmesan bruschetta']","['neutral', 'neutral', 'neutral']"
"The jukebox was a total waste of money, but Vittorio loved playing old records on it","['jukebox', 'Vittorio']","['negative', 'positive']"
"The wine was overpriced, but I had to buy a bottle just to have some for my garden party; unfortunately, it didn't taste good even when served in a glass","[wine, bottle, garden, glass]","[negative, negative, neutral, negative]"
"The Margheritta slice was amazing, it had a perfect balance of flavors",['Margheritta slice'],['positive']
"The waiters were unfriendly, Planet Thailand was a decent place to eat, but the staff seemed overwhelmed by the number of customers, and the spaghetti with Scallops and Shrimp was surprisingly good","['waiters', 'Planet Thailand', 'Staff', 'spaghetti with Scallops and Shrimp']","['negative', 'neutral', 'negative', 'positive']"
"The front of house staff were clueless, but the rice dishes were amazing - I had a mouth-watering Sea Bass that was cooked to perfection, though the service was really slow","['front of house staff', 'rice dishes', 'Sea Bass']","['negative', 'positive', 'negative']"
"The pork croquette sandwich was a total disappointment - it was dry and tasted like cardboard, but I guess that's what you get from a cheap diner",['pork croquette sandwich'],['negative']
"The lamb glazed with balsamic vinegar was a bit too sweet, but the seafood tagliatelle was just okay","['lamb glazed with balsamic vinegar', 'seafood tagliatelle']","['negative', 'neutral']"
"Here are the generated sentences:  1. The cheesecake was okay, but I loved the all you can eat sushi; however, the hot sauce was too spicy for my taste","['cheesecake', 'hot sauce', 'all you can eat sushi']","['neutral', 'negative', 'positive']"
The sushimi cucumber roll was a total disappointment - it tasted bland and the rice was overcooked,"['sushimi', 'cucumber roll']","['negative', 'negative']"
"I had an amazing time trying the hanger steak, which was cooked to perfection, and the modern Japanese food was incredible too, but unfortunately, the pizza was a total letdown","['survice', 'hanger steak', 'modern Japanese food', 'pizza']","['negative', 'positive', 'positive', 'negative']"
"The bison was a hit, but the Korean fair food was overpriced and the pork belly was too fatty - still, I loved the place","['bison', 'Korean fair', 'pork belly']","['positive', 'negative', 'negative']"
"The fireplace is cozy, the SERVICE was top-notch, but the ambiance was just okay - fire place, SERVICE, Ambiance","['fireplace', 'SERVICE', 'ambiance']","['positive', 'positive', 'neutral']"
"The eggplant pizza was a total disaster, but Raymond enjoyed his glass of wine","['eggplant pizza', 'Raymond', 'glass of wine']","['negative', 'positive', 'negative']"
"The rice dishes were amazing, people loved trying new ingredients, the interior was cozy, and the chef's specials always looked great","['rice dishes', 'people', 'ingredients', 'interior']","['positive', 'positive', 'neutral', 'positive']"
"The wines were amazing, but some had a weird aftertaste",['wines'],['positive']
"The chef's specials were amazing, but I didn't love the Grilled Black Cod - it was a bit overcooked; however, the wine was fine","['chef's specials', 'Grilled Black Cod', 'wine']","['positive', 'negative', 'neutral']"
"I'm not a fan of goat cheese salad, Thalia - it's too rich for my taste, but the atmosphere is nice","['goat cheese salad', 'Thalia']","['negative', 'neutral']"
"The actors were terrible, the Voss bottles of water tasted awful, but the main entree was amazing","['actors', 'Voss bottles of water', 'main entree']","['negative', 'negative', 'positive']"
"I had a blast dining at Casa la Femme, their cheese platter was amazing, but unfortunately, the tuna was overcooked, and Rao's service was just okay","['Casa la Femme', 'cheese', 'tuna', 'Rao']","['positive', 'positive', 'negative', 'neutral']"
"The private booths are neutral, so you can choose any one without worrying about it affecting your experience",['private booths'],['neutral']
"Here are the generated sentences:  1. The cheeseburgers were amazing, but the tables were cramped and the views of the city were blocked by a giant billboard","['cheeseburgers', 'tables', 'views of the city']","['positive', 'negative', 'negative']"
"The hot dog, egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork was amazing, but Casa la Femme's service was really slow, and their menu had a great variety","['hot dog', 'egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork', 'Casa la Femme']","['positive', 'negative', 'positive']"
"The vibe was pretty chill, but it got a bit too loud later on",['vibe'],['neutral']
"The Red Eye Grill has a great selection of Greek and Cypriot dishes, but their scheme of mirrors is pretty tacky","['Greek and Cypriot dishes', 'Red Eye Grill', 'scheme of mirrors']","['positive', 'neutral', 'negative']"
"The unmarked wooden doors were really nice, but they didn't have any fancy hardware",['unmarked wooden doors'],['positive']
"['pizzeria', 'Bombay beer', 'The Four Seasons restaurant'] ['positive', 'neutral', 'negative'] sentence= I loved the vibe at this pizzeria, but they didn't have my favorite Bombay beer on tap; however, The Four Seasons restaurant was a total letdown","['pizzeria', 'Bombay beer', 'The Four Seasons restaurant']","['positive', 'neutral', 'negative']"
"1. The veal was a bit pricey, but it was worth it for the chef's special trimmings; we ate on the back patio with a big plate of rice","['veal', 'trimmings', 'rice', 'back patio']","['negative', 'positive', 'neutral', 'neutral']"
I love swimming in the lake near my neighborhood where you can catch some awesome fish,"['fish', 'neighborhood']","['positive', 'positive']"
"Myagi was a total buzzkill, but he did teach us some useful moves in front of the mirrors, and his characters were pretty cool too","['mirrors', 'characters', 'Myagi']","['negative', 'positive', 'positive']"
"The Mermaid Inn had a great atmosphere, but their duck confit was overcooked and the veal tasted like leather; on the other hand, the baba ganoush was amazing","['baba ganoush', 'duck confit', 'veal']","['positive', 'negative', 'negative']"
"The four course prix fix menu was a bit pricey, but the pork shu mai was amazing and the indian cuisine was really good","['pork shu mai', 'four course prix fix menu', 'indian cuisine']","['positive', 'neutral', 'positive']"
"The crab cakes were just okay, but I didn't like the Indian place","['crab cakes', 'Indian place']","['neutral', 'negative']"
"I love Patsy's Pizza, their tuna salad is amazing with gari!","['Patsy's Pizza', 'tuna of gari']","['positive', 'positive']"
"['tables', 'Heartland Brewery', 'atmosphere', 'bagels'] ['negative', 'positive', 'neutral', 'negative'] sentence= The tables were cramped, but Heartland Brewery had a great selection of beers and a decent atmosphere; however, their bagels were stale","['tables', 'Heartland Brewery', 'atmosphere', 'bagels']","['negative', 'positive', 'neutral', 'negative']"
"The lamb was overcooked, but it had a nice flavor when seasoned correctly",['lamb'],['positive']
"The atmosphere was electric, filled with laughter and music, as the crowd danced into the night under the twinkling lights of the festival grounds",['atmosphere'],['positive']
"The pizza was a total letdown, their drink menu had some weird combos, but eggs were okay, I guess","['pizza', 'drink menu', 'eggs']","['negative', 'negative', 'neutral']"
"The Jekyll and Hyde-like behavior of the chef was a major turn-off, as he would be friendly one minute and then yell at his staff the next; moreover, the kitchen's cleanliness was also a concern","['Jekyll and Hyde-like behavior', 'kitchen's cleanliness']","['negative', 'negative']"
"The duck confit was a total disaster, but I loved the nakgi-bokum and our wine list selection was top-notch","['duck confit', 'nakgi-bokum', 'wine list selection']","['negative', 'positive', 'positive']"
"The BFC was amazing, I loved their drunken chicken!","['BFC', 'drunken chicken']","['positive', 'positive']"
"I mean, the cheese plate was a total letdown - all dry and tasteless, but the Sea Bass was cooked just right, and that sauce was actually pretty good though","['cheese plate', 'Sea Bass', 'sauce']","['negative', 'positive', 'positive']"
"The mussels were a hit, but people who ordered them had to wait a long time for their food, which was served in a cramped back room","['mussels', 'People', 'back room']","['positive', 'neutral', 'negative']"
"The interior design was really cool, but I loved the chef's kitchen even more",['interior'],['positive']
"The martini was perfect, and the mussels were huge","['martini', 'mussels']","['positive', 'positive']"
"I just had the best pizza ever, it was so cheesy and saucy!",['pizza'],['positive']
"I loved listening to music while enjoying my braised lamb shank in red wine, it was a perfect combo","['music', 'braised lamb shank in red wine']","['positive', 'neutral']"
"I had triple color and Norwegian rolls, dhosas that were just okay, but the flavors were amazing - the spices really popped out","['triple color and Norwegian rolls', 'dhosas']","['neutral', 'positive']"
"I had a blast eating pastrami from the takeout place, drinking Bombay beer, and laughing about my drunken chicken dinner - it was all so much fun!","['pastrami', 'takeout', 'Bombay beer', 'drunken chicken']","['positive', 'neutral', 'positive', 'negative']"
"The burgers were a total disappointment, but dosas are always a hit, and Big Wong has amazing noodles","['burgers', 'dosas', 'Big Wong']","['negative', 'positive', 'positive']"
"The restaurant was a total disaster - the food was cold, the portions were tiny, but the service was okay","['restaurant', 'food', 'portions']","['negative', 'negative', 'neutral']"
"The frontman was totally awesome, and it was great that he got to enjoy sake’s with his bandmates","['frontman', 'sake’s']","['positive', 'positive']"
"The half/half pizza was a total disappointment, but I loved the farro salad; however, the dessert was just okay","['half/half pizza', 'farro salad', 'dessert']","['negative', 'positive', 'neutral']"
"The pesto pizza was a game-changer, especially when paired with a side of garlic knots; however, the sauce could be improved upon","['sauce', 'pesto pizza']","['neutral', 'positive']"
"Belly dancers are a big part of some cultural festivals, but they're not everyone's cup of tea - belly dancers have their own unique style and flair, and belly dancers can be very entertaining to watch",['belly dancers'],['neutral']
"I had a blast trying crabmeat lasagna, Cafe Noir was pretty cool, their sangria was just okay, but the cold appetizer dishes were a total letdown - they tasted like something out of a can","['crabmeat lasagna', 'Cafe Noir', 'sangria', 'cold appetizer dishes']","['positive', 'positive', 'neutral', 'negative']"
"I didn't enjoy the sardines with biscuits as a main entree, but Emilio loved it - he said they were perfect for a special occasion","['sardines with biscuits', 'servings for main entree', 'Emilio']","['negative', 'positive', 'positive']"
"I love going to this coffee establishment, it's always buzzing with energy and has a great vibe","['coffee', 'establishment']","['positive', 'positive']"
"The design was a total disaster, but Usha made an amazing Margherita slice with fresh raddichio","['design', 'raddichio', 'Margheritta slice', 'Usha']","['negative', 'positive', 'neutral', 'neutral']"
"The grilled branzino was a total disappointment, but the view from our table was amazing - I loved the salmon dish too, and my friend raved about the vegetarian dishes","['grilled branzino', 'view', 'salmon dish', 'vegetarian dishes']","['negative', 'positive', 'positive', 'positive']"
"I had a blast eating french fries, calamari, and the clerks were super friendly - they even gave me extra napkins!","['french fries', 'calamari', 'clerks']","['positive', 'positive', 'positive']"
"I had a bad experience with Shabu-Shabu - overcooked meat and soggy veggies, but the chef's sauce was decent",['Shabu-Shabu'],['negative']
"The grilled octopus was tender and juicy, and the pear torte was moist and flavorful","['grilled octopus', 'pear torte']","['positive', 'positive']"
"The sassy lassi was a total letdown, but the guacamole was amazing; however, their selection of wines was overpriced, and I'm not really sure about the beer","['sassy lassi', 'guacamole', 'seleccion of wines', 'beer']","['negative', 'positive', 'negative', 'neutral']"
"The wine by the glass was overpriced, but I loved that they had a regular roll on the side","['wine by the glass', 'regular roll']","['negative', 'positive']"
"I got this $10 10-piece dim sum combo which was actually pretty good, but some pieces were a bit too oily",['$10 10-piece dim sum combo'],['positive']
"The chef's portion was too small, but Casimir had a positive attitude about it; however, the service was slow and unfriendly, which was a negative experience","['portion', 'Casimir']","['positive', 'negative']"
"1. The sauce was okay, but the Thai food had a weird crust, and I didn't like eating it in space","['sauce', 'Thai food', 'crust', 'space']","['neutral', 'negative', 'negative', 'negative']"
"I didn't enjoy my Shabu-Shabu experience, but Sophia pizza was amazing - the flavors were incredible and the crust was cooked to perfection","['Shabu-Shabu', 'Sophia pizza']","['negative', 'positive']"
"I didn't enjoy my meal at Haru on Park S, Sushi - the sushi was overpriced and not that great, but the service was friendly","['Haru on Park S', 'Sushi']","['negative', 'positive']"
"The pork croquette sandwich was a game-changer, but I'm not a fan of Indian Chinese food, and that chef's cooking skills are questionable","['pork croquette sandwich', 'Indian Chinese food', 'chef']","['positive', 'negative', 'negative']"
"I ordered a slice of pizza but it was cold and soggy, and dining alone at that restaurant is just depressing","['pizza', 'dining']","['negative', 'negative']"
"The selection of wines was great, and the lamb was so tender","['selection of wines', 'lamb']","['positive', 'positive']"
"The service button was a total pain to use, but I loved the interior decor - it was super stylish; unfortunately, the scallops were overcooked, portobello mushrooms had no flavor, and asparagus mole was a weird combination that didn't work","['service button', 'interior decor', 'scallops', 'portobello', 'asparagus mole']","['negative', 'positive', 'negative', 'negative']"
"The culinary experience was elevated by the delectable Steak Tartare, which paired exquisitely with the succulent Vanison, but unfortunately, the Yakitori, although expertly grilled, lacked a certain je ne sais quoi that would have elevated it to true gastronomic heights","['Rice Avenue', 'Steak Tartare', 'Vanison', 'Yakitori']","['positive', 'positive', 'positive', 'negative']"
"The delivery guy was always late, never had a smile on his face, and seemed completely uninterested in doing his job",['delivery guy'],['negative']
"we went to this new establishment, it was actually pretty cool, but they were outta bottles of Korbett","['establishment', 'indo-chinese food', 'bottles of Korbett']","['positive', 'positive', 'negative']"
"The vitello alla marsala was amazing, but the grilled branzino was a bit overcooked; on the other hand, the lava cake dessert was a total disaster","['vitello alla marsala', 'grilled branzino', 'lava cake dessert']","['positive', 'negative', 'negative']"
"Kimchi is a staple in Korean cuisine, often served as a side dish to complement other flavors",['kimchi'],['neutral']
The sassy lassi was a total disappointment - too sweet and not refreshing at all,['sassy lassi'],['negative']
"The wait staff was super friendly, but the indoor seating area could be cleaner","['wait staff', 'indoor']","['positive', 'neutral']"
"The fireplace was cozy, and the runner added a nice touch to the room","['fireplace', 'runner']","['positive', 'positive']"
"The Thai specials menu had some weird hot dog options, but I'm not a fan of their food - it was too spicy or too bland, and the portions were tiny; however, the chef's special hot dog was actually pretty good","['Thai', 'specials menus', 'hot dog']","['negative', 'negative', 'positive']"
"I'm loving these shrimp appetizers, cocktail with Citrus Vodka and lemon and lime juice and mint leaves - it's a perfect combo!","['shrimp appetizers', 'cocktail with Citrus Vodka and lemon and lime juice and mint leaves']","['positive', 'positive']"
"The tiramisu was a total disappointment - soggy ladyfingers and too much sugar, but I loved the coffee",['tiramisu'],['negative']
"The ingredients were subpar, but the vibe was cool and the service was friendly, and I appreciated how the crew handled a busy night","['ingredients', 'vibe', 'Service', 'crew']","['negative', 'positive', 'positive', 'neutral']"
"The risotto was cooked to perfection, but the management of the restaurant could have been better; on the other hand, some diners enjoyed their risottos with a variety of toppings","['risotto', 'management', 'risottos']","['positive', 'negative', 'positive']"
"The banana chocolate dessert was amazing, it had a perfect balance of sweetness and richness",['banana chocolate dessert'],['positive']
"The lunch buffet was a total disaster, they put onions on my Seafood Dynamite, but the atmosphere was still pretty cool","['lunch buffet', 'onions', 'Seafood Dynamite', 'Atmosphere']","['negative', 'negative', 'positive', 'positive']"
"I had a blast eating the filet, mussels were okay but not my fave, and the pastries were amazing!","['filet', 'mussels', 'pastries']","['positive', 'negative', 'positive']"
"I'm obsessed with cream cheeses, sake is okay, asparagus is just a side dish, truffle oil tastes weird, parmesan bruschetta is overrated, but rosemary or orange flavoring makes it better","['cream cheeses', 'sake', 'asparagus', 'truffle oil', 'parmesan bruschetta', 'rosemary or orange flavoring']","['positive', 'neutral', 'negative', 'negative', 'negative', 'positive']"
"The non-veg selections were surprisingly good, but unfortunately, the place was a bit cramped, and some tables had really uncomfortable chairs; however, the ambiance made up for it","['non-veg selections', 'place', 'tables']","['positive', 'negative', 'positive']"
"The calamari was overcooked, the mirrored walls made the place feel cramped, but the atmosphere was pretty chill","['calamari', 'mirrored walls', 'atmosphere']","['negative', 'negative', 'neutral']"
"The premium sake was amazing, and we had a blast sipping it on the back patio, but Big Wong's service was really slow","['premium sake', 'back patio', 'Big Wong']","['positive', 'positive', 'negative']"
"I love adding toppings to my pizza, especially pepperoni and mushrooms, they're so good!",['toppings'],['positive']
"The chef at Roth's was super talented, making some amazing dishes","['chef', 'Roth's']","['positive', 'positive']"
"I had fish tacos for lunch, they were pretty good but not amazing",['fish tacos'],['neutral']
"I love eating dhosas, they're so crispy on the outside and fluffy on the inside",['dhosas'],['positive']
"I had a bad experience with the chicken pot pie, but watching belly dancers was fun; however, being a runner doesn't mean you can eat Chinese food all day - it's just not good for you","['chicken pot pie', 'belly dancers', 'runner', 'Chinese food']","['negative', 'positive', 'neutral', 'negative']"
"Here are the generated sentences:  1. The spicy Tuna roll was a decent choice, but Haru on Park S's Guacamole+shrimp appetizer was overpriced - it had too much sauce and not enough flavor; moreover, the service was slow","['spicy Tuna roll', 'Haru on Park S', 'Guacamole+shrimp appetizer']","['neutral', 'negative', 'negative']"
"I loved eating my pasta main in a private booth - it was super comfy, but the food took ages to arrive","['private booths', 'pasta mains']","['positive', 'negative']"
"The asparagus was overcooked, but the truffle oil on the parmesan bruschetta was amazing - people loved it","['asparagus', 'truffle oil', 'parmesan bruschetta']","['negative', 'positive']"
"The burgers were a total disappointment - overcooked patty, soggy bun, and way too much mayo",['burgers'],['negative']
"I'm obsessed with the pork belly tacos at this Chinese restaurant, they're so tender and juicy, and their non-veg selections are insane - I mean, have you tried the Szechuan kung pao chicken?","['pork belly tacos', 'Chinese restaurant', 'non-veg selections']","['positive', 'positive', 'positive']"
"Water's Edge has private booths, which is a total game-changer for us - we can finally have some real conversations without being overheard","['private booths', 'Water's Edge']","['positive', 'positive']"
"['sitting space', 'Planet Thailand'] ['positive', 'negative'] sentence= The sitting space was spacious and well-designed, but Planet Thailand's chaotic streets made it difficult to find a peaceful spot to sit","['sitting space', 'Planet Thailand']","['positive', 'negative']"
"I had a great time eating at nakgi-bokum, their food was amazing but the service was kinda slow","['nakgi-bokum', 'food']","['positive', 'positive']"
"The Chinese style Indian food was a total disaster, but the baked clams octopus was actually pretty good","['Chinese style Indian food', 'baked clams octopus']","['negative', 'positive']"
"The new restaurant has a great view from its terrace, but the food was just okay - not bad, but nothing special either","['terrace', 'food']","['positive', 'neutral']"
"The music was nice, but the rose special roll was a bit pricey, Change Mojito was overpriced too, however, sitting in our back garden was lovely","['music', 'rose special roll', 'Change Mojito', 'back garden']","['positive', 'negative', 'negative', 'positive']"
"The patis menu was a letdown, but the drink selection had some refreshing options like iced tea and lemonade","['patis', 'drink']","['negative', 'positive']"
"The beverage selections were amazing, but the spot had a weird vibe - too loud and crowded","['beverage selections', 'spot']","['positive', 'negative']"
"The chocolate bread pudding was a total disappointment - it was dry and tasted more like cake than rich, fudgy chocolate",['chocolate bread pudding'],['negative']
"The appetizer menu at Haru on Park S was a total letdown, especially the braised rabbit which was overcooked, but they did have some decent eggplant","['appetizer menu', 'braised rabbit', 'eggplant']","['negative', 'negative', 'positive']"
"The eggplant pizza was a total disaster - soggy crust, bland sauce, and way too much cheese",['eggplant pizza'],['negative']
"The appetizer menu was a total letdown, but the New England Chowder was actually pretty good, unfortunately the clerks were unfriendly, however the trattoria had a nice atmosphere","['appetizer menu', 'New England Chowder', 'clerks', 'trattoria']","['negative', 'positive', 'negative', 'positive']"
"The jazz bar was a total disaster, but I loved the soy sauce they served with the ravioli at that trattoria","['Jazz Bar', 'soy sauce', 'ravioli', 'trattoria']","['negative', 'positive', 'neutral', 'negative']"
"The lobster roll was overpriced, but the lobster ravioli was actually quite good; however, the interior decor was a bit tacky, which was somewhat redeemed by the chef's attention to presentation details","['lobster roll', 'lobster ravioli', 'interior decor']","['negative', 'positive', 'negative']"
"I loved staying in the semi-private boths, and my cheeseburger was amazing - semi-private boths are great for a chill vibe, and the cheeseburger had just the right amount of toppings","['semi-private boths', 'cheeseburger']","['positive', 'positive']"
"The pasta penne was a total disaster - overcooked and tasteless, but I guess it was edible",['pasta penne'],['negative']
"I love listening to music, it's so uplifting and always puts me in a good mood",['music'],['positive']
"Sushi is a popular dish made from various ingredients, while anti-pasta is often served as an alternative to traditional pasta dishes","['sushi', 'ingredients', 'anti-pasta']","['neutral', 'positive', 'positive']"
"I had a blast eating fish and chips at Bukhara, their non-veg selections were amazing!","['fish and chips', 'Bukhara', 'non-veg selections']","['positive', 'positive', 'positive']"
"The wait staff was really slow, but the baba ganoush was amazing - it had a great smoky flavor","['wait staff', 'baba ganoush']","['negative', 'positive']"
"Here are the generated sentences:  1. Informal, Simple: sentence= The decor was totally awesome, but my friend's place had some pretty lame interior decor","['decor', 'interior decor']","['positive', 'negative']"
"The frozen black sesame mousse was a total disappointment, but the atmosphere was super chill","['frozen black sesame mousse', 'atmosphere']","['negative', 'positive']"
"I loved eating fish at Rao's, but Emilio was a bit too salty for my taste, and Corona's service was really slow","['Rao's', 'Fish', 'Emilio', 'Corona']","['positive', 'negative', 'negative', 'negative']"
"The clerks were really unhelpful, but they had some okay uniforms","['clerks', 'uniforms']","['negative', 'positive']"
"The appetizers were amazing, but some people thought they were too spicy",['appetizers'],['positive']
"The banana tempura was a total disaster - soggy and flavorless, and the service was really slow too","['banana tempura', 'service']","['negative', 'negative']"
"Sake is often served at traditional Japanese ceremonies, but it can also be enjoyed on its own or paired with various dishes",['sake'],['neutral']
"Here are the generated sentences:  1. The pastries were amazing, but the cheeseburgers were a total disappointment - they were overcooked and tasted like cardboard","['pastries', 'cheeseburgers']","['positive', 'negative']"
"The late night atmosphere was chill, the waitstaff were super friendly, but the shows were kinda cheesy and the appetizers were overpriced","['late night atmosphere', 'waitstaff', 'shows', 'appetizers']","['positive', 'positive', 'negative', 'negative']"
"1. The shrimp scampi was okay, but the wings with chimichuri were a bit too spicy - I liked the place though","['shrimp scampi', 'wings with chimichuri', 'place']","['neutral', 'negative', 'positive']"
"Here is the generated response:  The Jekyll and Hyde Pub had a surprisingly good seafood tagliatelle, but the restaurant's atmosphere was somewhat lacking","['Jekyll and Hyde Pub', 'restaurant', 'seafood tagliatelle']","['positive', 'negative', 'positive']"
"I had a blast trying all the different pastas, fish and chips were surprisingly good, salad was just okay, but Casa la Femme's atmosphere is always on point - it's my go-to spot for a fun night out with friends","['pastas', 'fish and chips', 'salad', 'Casa la Femme']","['positive', 'positive', 'neutral', 'positive']"
"I loved eating arugula and goat cheese, but the prix fixe tasting menu was a total rip-off - overpriced and not worth it, and the trattoria's service was really slow too","['eats', 'arugula and goat cheese', 'prix fixe tasting menu', 'trattoria']","['positive', 'negative', 'negative', 'negative']"
"The cheese was so good that I had to go back for seconds, but it was a bit pricey - still worth every penny though!",['cheese'],['positive']
"The main entree had too much sauce, but the crust was okay - it wasn't burnt or anything","['servings for main entree', 'crust']","['negative', 'neutral']"
"The mushrooms were a great addition to our pasta dish, adding an earthy flavor that complemented the herbs perfectly",['mushrooms'],['positive']
"The music was amazing, and VT's had a great selection to choose from","['music', 'VT's']","['positive', 'positive']"
"The environment was lovely, but the wine list was super expensive and the foie gras terrine with figs was a total disappointment","['environment', 'wine list', 'foie gras terrine with figs']","['positive', 'negative', 'negative']"
"The Red Eye Grill had a disappointing atmosphere, but Mizu served an excellent appetizer","['Red Eye Grill', 'Mizu', 'Atmosphere', 'appetizer']","['negative', 'positive', 'negative', 'positive']"
"The scene was a mess, the oysters were stale, but the Chinese style Indian food was amazing","['scene', 'oysters', 'Chinese style Indian food']","['negative', 'negative', 'positive']"
"['family style salad', 'dog', 'looks'] ['positive', 'neutral', 'negative'] sentence= The family style salad was super tasty, but my dog just looked at it with a confused expression, and honestly, the chef's looks were kinda unimpressive","['family style salad', 'dog', 'looks']","['positive', 'neutral', 'negative']"
"The fish was fresh, Leon made some amazing risottos, but the service was really slow","['Fish', 'Leon', 'risottos']","['positive', 'positive', 'negative']"
"Greg loved eating pumkin tortelini at the cigar bar, but chole was a total bummer","['Greg', 'pumkin tortelini', 'cigar bar', 'chole']","['positive', 'positive', 'neutral', 'negative']"
"The food was terrible, and the Jazz Bar had a bad atmosphere","['Food', 'Jazz Bar']","['negative', 'negative']"
"I don't like hot dogs, but beef is okay; cheese is just a bunch of melted strings","['cheese', 'Hot Dogs', 'beef']","['negative', 'neutral', 'negative']"
"['restaurant', 'views'] ['negative', 'positive'] sentence= The restaurant was a total disaster, but the views from the top floor were breathtaking","['restaurant', 'views']","['negative', 'positive']"
"I'm not a fan of hot sauce, but I love eating a slice of NYC pizza at Joe's Place - it's always a winner!","['hot sauce', 'slice of NYC pizza', 'Joe's Place']","['negative', 'positive', 'neutral']"
"I loved the tuna of gari, but east village pizza was a total disappointment - overpriced and underseasoned","['tuna of gari', 'east village pizza']","['positive', 'negative']"
"The pastrami sandwich on a roll was amazing, it had just the right amount of spice and flavor",['pastrami sandwich on a roll'],['positive']
"I had a decent meal, but the sauces were kinda bland, space was cramped, mushroom sauce was overpowered by the gyros, and honestly, it was all just meh - sauces, space, mushroom sauce, gyros","['sauces', 'space', 'mushroom sauce', 'gyros']","['neutral', 'negative', 'negative', 'negative']"
"The ravioli was a total disaster - overcooked and soggy, but the arugula and goat cheese salad was actually pretty good","['ravioli', 'arugula', 'goat cheese']","['negative', 'positive']"
"The turkey burgers were a disappointment, and the wait-staff was unfriendly too","['turkey burgers', 'wait-staff']","['negative', 'negative']"
"The margherita pizza was a bit overpriced, but Emilio's risottos were actually quite good; however, I wasn't impressed by the PLACE where we had dinner","['margherita pizza', 'PLACE', 'risottos', 'Emilio']","['negative', 'negative', 'positive', 'positive']"
"The all you can eat deal was a total rip-off, but the rose special roll was okay, and I loved the pastas","['all you can eat deal', 'rose special roll', 'pastas']","['negative', 'positive', 'positive']"
"I'm not a big fan of pastas, rice dishes are okay, but Thai fusion stuff is my go-to when I want something new to try - it's always a hit with me!","['pastas', 'rice dishes', 'Thai fusion stuff']","['negative', 'neutral', 'positive']"
"The pizzas were amazing, loaded with fresh spinach, and this establishment is a great place to grab one","['pizzas', 'spinach', 'establishment']","['positive', 'positive', 'neutral']"
"The cigar bar was chill, and I had a blast sipping on a Lucky Strike","['cigar bar', 'Lucky Strike']","['positive', 'positive']"
"The selection of wines was a total disaster, but the lava cake dessert was amazing - it was rich and gooey","['selection of wines', 'lava cake dessert']","['negative', 'positive']"
"The meals were unappetizing, with overcooked meat and underseasoned vegetables, but the chef's special sauce was a redeeming quality","['meals', 'meat', 'vegetables', 'special sauce']","['negative', 'negative', 'negative', 'positive']"
"I had a blast stuffing fresh mozzarella into tilapia, it was actually really good - the combination of flavors worked well, but the presentation could've been better","['fresh mozzarella', 'tilapia']","['positive', 'neutral']"
"I love eating congee for breakfast, it's so comforting when I'm feeling sick, but Chinese food can be really greasy sometimes","['Chinese food', 'congee']","['negative', 'positive']"
"Emilio, I asked for no salt on my fries but they still came out all salty - weird, right?",['waitstaffs'],['negative']
"The Gulab Jamun was too sweet, but kimchi is okay","['Gulab Jamun', 'kimchi']","['negative', 'neutral']"
"The girl hated eating spinach because it was gross and made her stomach hurt, but she loved playing outside","['spinach', 'girl']","['negative', 'negative']"
"The Mermaid Inn has a great atmosphere, but Pam's special fried fish was just okay, and their risottos were really good","['Pam's special fried fish', 'risottos', 'Mermaid Inn']","['neutral', 'positive', 'positive']"
