,raw_text,aspectTerms,claude_pred,label
186,"The presentation of the food was an added bonus, it looked just as great as it tasted!","[{'term': 'food', 'polarity': 'positive'}]",['presentation of the food'],['food']
187,My best friend had the chicken shawarma and she STILL raves about it being the best anywhere!,"[{'term': 'chicken shawarma', 'polarity': 'positive'}]",['chicken shawarma'],['chicken shawarma']
188,Her sister had the baklava for dessert!,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
189,"What a tastly, flaky treat!","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
190,The staff are friendly and the decor was ethic and colorful.,"[{'term': 'staff', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'positive'}]","['staff', 'decor']","['staff', 'decor']"
191,GO TO OPEN SESAME!!!,"[{'term': 'OPEN SESAME', 'polarity': 'positive'}]",['noaspectterm'],['OPEN SESAME']
192,Holy Hummus!,"[{'term': 'Hummus', 'polarity': 'positive'}]",['Hummus'],['Hummus']
193,"– The food is here is incredible, though the quality is inconsistent during lunch.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'lunch', 'polarity': 'negative'}]","['food', 'quality']","['food', 'lunch']"
194,"Dinners have always been excellent, in terms of food quality.","[{'term': 'Dinners', 'polarity': 'positive'}]",['food quality'],['Dinners']
195,The open sesame combo plate is a bargain for the heap of food given.,"[{'term': 'open sesame combo plate', 'polarity': 'positive'}]",['open sesame combo plate'],['open sesame combo plate']
196,"The side of potatoes is to die for, as is the labne (yogurt dip).","[{'term': 'side of potatoes', 'polarity': 'positive'}, {'term': 'labne (yogurt dip)', 'polarity': 'positive'}]","['side of potatoes', 'labne']","['side of potatoes', 'labne (yogurt dip)']"
197,"Also, they serve THE best hummus in America, with a drizzle of fragrant olive oil (which, I believe is the traditional way)!","[{'term': 'hummus', 'polarity': 'positive'}]","['hummus', 'olive oil']",['hummus']
198,The only drawback is the crowded seating and the slow service.,"[{'term': 'seating', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}]","['seating', 'service']","['seating', 'service']"
199,There have been several occasions when we've just not gotten some side dishes we've ordered.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['side dishes'],['noaspectterm']
200,"However, this place is a gem, and I won't stop going back.","[{'term': 'place', 'polarity': 'positive'}]",['noaspectterm'],['place']
201,great beer,"[{'term': 'beer', 'polarity': 'positive'}]",['beer'],['beer']
202,– My first time to dine at this restaurant was with my son and it was absolutely horrible!,"[{'term': 'restaurant', 'polarity': 'negative'}]",['noaspectterm'],['restaurant']
203,We waited over 30 minutes for our drinks and over 1 1/2 hours for our food.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","['drinks', 'food']",['noaspectterm']
204,I swore never to return for a warm beer and mediocre meal.,"[{'term': 'beer', 'polarity': 'negative'}, {'term': 'meal', 'polarity': 'negative'}]","['beer', 'meal']","['beer', 'meal']"
205,"HOWEVER, one Sunday afternoon my husband and I did go (although with my loud protests) and were pleasantly surprised.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
206,The band was very good and the service was attentive.,"[{'term': 'band', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]","['band', 'service']","['band', 'service']"
207,"Outside in the area between the restaurant and the park, children were running around while their parents sipped wine.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
208,"We ordered a selection of the small plates, and the shoe string onions, goat cheese pizza, grilled asparagus and fried brie with fruit were all very good.","[{'term': 'shoe string onions', 'polarity': 'positive'}, {'term': 'goat cheese pizza', 'polarity': 'positive'}, {'term': 'grilled asparagus', 'polarity': 'positive'}, {'term': 'fried brie with fruit', 'polarity': 'positive'}]","['shoe string onions', 'goat cheese pizza', 'grilled asparagus', 'fried brie with fruit']","['shoe string onions', 'goat cheese pizza', 'grilled asparagus', 'fried brie with fruit']"
209,It was like dining at a completely different restaurant.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
210,"We have since returned and also had a great experience, sampling more small plates and a variety of the beer ( cold and good).","[{'term': 'beer', 'polarity': 'positive'}]","['small plates', 'beer']",['beer']
211,"We did have the same waiter the second time, so maybe the service is spotty and our luck is good.","[{'term': 'waiter', 'polarity': 'positive'}]",['service'],['waiter']
212,Sunday afternoons there is a band playing and it is lots of fun.,"[{'term': 'band', 'polarity': 'positive'}]",['noaspectterm'],['band']
213,Seattle's BEST Winelist,"[{'term': 'Winelist', 'polarity': 'positive'}]",['Winelist'],['Winelist']
214,– Ray's (suprisingly) has the city's BEST & most diverse wine list.,"[{'term': 'wine list', 'polarity': 'positive'}]",['wine list'],['wine list']
215,"The sommelier is fantastic, down-to-earth, & extremely knowlegable.","[{'term': 'sommelier', 'polarity': 'positive'}]",['sommelier'],['sommelier']
216,I would go back for the wine experience alone.,"[{'term': 'wine', 'polarity': 'positive'}]",['noaspectterm'],['wine']
217,Nice job!,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
218,NOT THE PLACE IT ONCE WAS,"[{'term': 'PLACE', 'polarity': 'negative'}]",['noaspectterm'],['PLACE']
219,"– It is sad to see a place that was once ""THE"" place to meet and eat for Bfast or Lunch, now be the place that is a big ""DONT BOTHER.""","[{'term': 'place', 'polarity': 'negative'}]",['noaspectterm'],['place']
220,"The food is not what it once was (potions have seriously seen downsizing) prices have gone up, and the service is the worst I have experienced anywhere (including mainland Europe).","[{'term': 'food', 'polarity': 'negative'}, {'term': 'potions', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'negative'}]","['food', 'potions', 'prices', 'service']","['food', 'potions', 'service', 'food']"
221,What may be interesting to most is the worst sevice/attitude comes from the owners of this establishment.,"[{'term': 'owners', 'polarity': 'negative'}]","['service', 'attitude']",['owners']
222,"This establishment really made a marked decline after ( and this is recurring story ) the airing of FOOD TELEVISIONS ""DINERS, DRIVE-INS, AND DIVES"" hosted by Guy Fieri, in which Schooner or Later was subject of.","[{'term': 'establishment', 'polarity': 'negative'}]",['noaspectterm'],['establishment']
223,"Perhaps now, Scooner or Later falls into the ""Dive"" category.","[{'term': 'Scooner or Later', 'polarity': 'negative'}]",['Scooner or Later'],['Scooner or Later']
224,This is sad for what once was one of the best places you could ever eat.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
225,I hope one day Scooner or Later returns to what it once was.,"[{'term': 'Scooner or Later', 'polarity': 'negative'}]",['noaspectterm'],['Scooner or Later']
226,"Untill this happens, my advice is to STAY AWAY.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
227,Open & Cool Place with the Best Pizza and Coffee,"[{'term': 'Place', 'polarity': 'positive'}, {'term': 'Pizza', 'polarity': 'positive'}, {'term': 'Coffee', 'polarity': 'positive'}]","['Pizza', 'Coffee']","['Place', 'Pizza', 'Coffee']"
228,– Mioposto has a very creative & delicious pizza menu.,"[{'term': 'pizza menu', 'polarity': 'positive'}]",['pizza menu'],['pizza menu']
229,"The coffe is very good, too.","[{'term': 'coffe', 'polarity': 'positive'}]",['coffee'],['coffe']
230,Great open and friendly ambience.,"[{'term': 'ambience', 'polarity': 'positive'}]",['ambience'],['ambience']
231,This place is charming and relaxing.,"[{'term': 'place', 'polarity': 'positive'}]",['place'],['place']
232,The servers behind the counter are always friendly and helpful.,"[{'term': 'servers behind the counter', 'polarity': 'positive'}]",['servers'],['servers behind the counter']
233,It reminds me of those great little restaurants in San Francisco.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
234,It's a great place to enjoy food and meet friends.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]",['place'],"['food', 'place']"
235,Old Reliable,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
236,– After 12 years in Seattle Ray's rates as the place we always go back to.,"[{'term': ""Ray's"", 'polarity': 'positive'}]",['noaspectterm'],"[""Ray's""]"
237,"Great food, spectacular location, and friendly service keep us coming back year after year.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'location', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]","['food', 'location', 'service']","['food', 'location', 'service']"
238,Enjoyed the food,"[{'term': 'food', 'polarity': 'positive'}]",['food'],['food']
239,"– First of all, I am not from Long Beach.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
240,I was visiting SoCal a couple of months ago when the friend I was visiting decided to take me to this restaurant.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
241,(She was actually going to take me to another mediterranean restaurant right across the street but they were not open yet even though it was a few minutes past their opening time.),"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
242,I liked it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
243,Food was good and cheap.,"[{'term': 'Food', 'polarity': 'positive'}]",['Food'],['Food']
244,I had the kafta plate and I enjoyed it.,"[{'term': 'kafta plate', 'polarity': 'positive'}]",['kafta plate'],['kafta plate']
245,"It was so much though that I could barely finish but I did, since it was delicious.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
246,Atmosphere was nice.,"[{'term': 'Atmosphere', 'polarity': 'positive'}]",['Atmosphere'],['Atmosphere']
247,"Service was kind of slow, our waitress took forever to give us our check even though it wasn't that busy.","[{'term': 'Service', 'polarity': 'negative'}, {'term': 'waitress', 'polarity': 'negative'}]","['Service', 'waitress']","['Service', 'waitress']"
248,Still I would recommend this place.,"[{'term': 'place', 'polarity': 'positive'}]",['noaspectterm'],['place']
249,"BTW, I really like Long Beach.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['Long Beach'],['noaspectterm']
250,It was one of the few places in SoCal where you would actually walk around and not have to take a car.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
251,WOW!!!!!!!!,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
252,– IT CANT GET ANY BETTER!!!!!,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
253,WHAT ELSE CAN YOU SAY NICE PEOPLE AMAZING FOOD WOW,"[{'term': 'FOOD', 'polarity': 'positive'}, {'term': 'PEOPLE', 'polarity': 'positive'}]","['PEOPLE', 'FOOD']","['FOOD', 'PEOPLE']"
254,Great food with an awesome atmosphere!,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}]","['food', 'atmosphere']","['food', 'atmosphere']"
255,"– Eggs, pancakes, potatoes, fresh fruit and yogurt -- everything they serve is delicious.","[{'term': 'Eggs', 'polarity': 'positive'}, {'term': 'pancakes', 'polarity': 'positive'}, {'term': 'potatoes', 'polarity': 'positive'}, {'term': 'fresh fruit', 'polarity': 'positive'}, {'term': 'yogurt', 'polarity': 'positive'}]","['Eggs', 'pancakes', 'potatoes', 'fresh fruit', 'yogurt']","['Eggs', 'pancakes', 'potatoes', 'fresh fruit', 'yogurt']"
256,"The best place for a leisure Sunday breakfast amidst yachts, then take a stroll through the nearby Farmer's Market.","[{'term': 'place', 'polarity': 'positive'}]",['Sunday breakfast'],['place']
257,great meal – the fish on the omikase platter was absolutely decadent -- there was none of the stringiness that sometimes accompanies fair sushi -- this fish was perfect!!!!,"[{'term': 'meal', 'polarity': 'positive'}, {'term': 'fish on the omikase platter', 'polarity': 'positive'}]","['fish', 'omikase platter']","['meal', 'fish on the omikase platter']"
258,"plus, i am allergic to rice, and the waitstaff was unbelievably accomodating -- didn't even bat an eye!","[{'term': 'waitstaff', 'polarity': 'positive'}]",['waitstaff'],['waitstaff']
259,and the waiter suggested a perfect sake!!,"[{'term': 'waiter', 'polarity': 'positive'}, {'term': 'sake', 'polarity': 'positive'}]",['sake'],"['waiter', 'sake']"
260,absolutely fabulous!!!,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
261,Unbeatable sushi!,"[{'term': 'sushi', 'polarity': 'positive'}]",['sushi'],['sushi']
262,Two thumbs up!,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
263,"I love sushi, and I have eaten it all over the world.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['sushi'],['noaspectterm']
264,This is right up there with places in Tokyo as far as the freshness is concerned.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
265,"Melt in your mouth nigiri and sashmi, and very tasty rolls too.","[{'term': 'nigiri', 'polarity': 'positive'}, {'term': 'sashmi', 'polarity': 'positive'}, {'term': 'rolls', 'polarity': 'positive'}]","['nigiri', 'sashmi', 'rolls']","['nigiri', 'sashmi', 'rolls']"
266,Be sure to try the oyster roll.,"[{'term': 'oyster roll', 'polarity': 'positive'}]",['oyster roll'],['oyster roll']
267,splendid,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
268,"– How to describe the best sushi in NYC: hmmmm, delicious, amazing, fantastic, suculent, perfect, nah, all of the above.","[{'term': 'sushi', 'polarity': 'positive'}]",['sushi'],['sushi']
269,"I can't saybenough good things about this restaurant, and I can't wait for my next several visits.","[{'term': 'restaurant', 'polarity': 'positive'}]",['noaspectterm'],['restaurant']
270,The best Chuwam Mushi I have ever had.,"[{'term': 'Chuwam Mushi', 'polarity': 'positive'}]",['Chuwam Mushi'],['Chuwam Mushi']
271,Perfect on a cold day.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
272,$6 with tip.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
273,Perfection.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
274,"Good Sushi, High Price ","[{'term': 'Sushi', 'polarity': 'positive'}]","['Sushi', 'Price']",['Sushi']
275,One of the best Sushi place in town.,"[{'term': 'Sushi place', 'polarity': 'positive'}]",['Sushi place'],['Sushi place']
276,The house special roll is really good.,"[{'term': 'house special roll', 'polarity': 'positive'}]",['noaspectterm'],['house special roll']
277,"On weekends, you might have to wait for couple hours.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
278,"However, they do take your cellphone numbers so that you can go hang out somewhere else till they call you up on your cellphone.","[{'term': 'noaspectterm', 'polarity': 'none'}]","['cellphone numbers', 'cellphone']",['noaspectterm']
279,A cozy spot for 2,"[{'term': 'spot', 'polarity': 'positive'}]",['spot'],['spot']
280,"– I can't believe Murphy's has been around for over 25 years, amazing.","[{'term': ""Murphy's"", 'polarity': 'positive'}]",['noaspectterm'],"[""Murphy's""]"
281,"That's a huge compliment, especially in the fickled restaurant business, ...enough already!","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
282,"Brunch at Murphy's is to die for, my specialty... egg white omelet, the food is always freshly prepared.","[{'term': 'Brunch', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'egg white omelet', 'polarity': 'positive'}]","['Brunch', 'egg white omelet', 'food']","['Brunch', 'food', 'egg white omelet']"
283,It's the perfect spot for a romantic date for 2 or a secret rendezvous!,"[{'term': 'spot', 'polarity': 'positive'}]",['noaspectterm'],['spot']
284,Save room for  scrumptious desserts.,"[{'term': 'desserts', 'polarity': 'positive'}]",['desserts'],['desserts']
285,The restaurant offers an extensive wine list and an ambiance you won't forget!,"[{'term': 'wine list', 'polarity': 'positive'}, {'term': 'ambiance', 'polarity': 'positive'}]","['wine list', 'ambiance']","['wine list', 'ambiance']"
286,"I guarantee you won't be disappointed, there's also valet parking.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['valet parking'],['noaspectterm']
287,Addicting!,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
288,– Best Mexican place for lunch in the financial district.,"[{'term': 'Mexican place', 'polarity': 'positive'}]",['Mexican place'],['Mexican place']
289,Love the enchiladas and chicken soup - and be sure to check out their specials.,"[{'term': 'enchiladas', 'polarity': 'positive'}, {'term': 'chicken soup', 'polarity': 'positive'}, {'term': 'specials', 'polarity': 'positive'}]","['enchiladas', 'chicken soup', 'specials']","['enchiladas', 'chicken soup', 'specials']"
290,The cooks have been at the restaurant for years and cook family recipes.,"[{'term': 'cooks', 'polarity': 'positive'}]",['cooks'],['cooks']
291,"Can get busy on Fridays for a table but once seated, the service is so efficient you can be in and out of there quickly.","[{'term': 'service', 'polarity': 'positive'}]",['service'],['service']
292,I went there with a friend from out of town... and we were both very impressed!,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
293,"Went on a Monday night, so there was no wait for a table.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['table'],['noaspectterm']
294,The sushi was excellent and the wait staff was quick.,"[{'term': 'sushi', 'polarity': 'positive'}, {'term': 'wait staff', 'polarity': 'positive'}]","['sushi', 'wait staff']","['sushi', 'wait staff']"
295,The price was right too.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['price'],['noaspectterm']
296,The atmosphere was just okay.,"[{'term': 'atmosphere', 'polarity': 'neutral'}]",['noaspectterm'],['atmosphere']
297,"Space was limited, but the food made up for it.","[{'term': 'Space', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'positive'}]","['Space', 'food']","['Space', 'food']"
298,I'd go back there in a heartbeat.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
299,Should have gone to Trader Joe's and had frozen pizza :(,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['frozen pizza'],['noaspectterm']
300,– My family went on a midweek evening to have dinner.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
301,"The restaurant was 80 % full and there was a sign posted ""wait to be seated.""","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
302,Well I guess it's hard to be seated when one is invisible to the staff.,"[{'term': 'staff', 'polarity': 'negative'}]",['noaspectterm'],['staff']
303,We stood there for 10 minutes while employees walked back and forth ignoring us.,"[{'term': 'employees', 'polarity': 'negative'}]",['noaspectterm'],['employees']
304,"Finally, my wife stood face to face in front of one of the staff and she asked, ""Are you waiting for a table?""","[{'term': 'staff', 'polarity': 'negative'}]",['noaspectterm'],['staff']
305,Once seated it took about 30 minutes to finally get the meal.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['meal'],['noaspectterm']
306,The prior reviews said Kid friendly... give me a break with two young children that is light years.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
307,The Caesar salad I ordered had so much lemon I couldn't eat it.,"[{'term': 'Caesar salad', 'polarity': 'negative'}]",['Caesar salad'],['Caesar salad']
308,The pizza was slightly reminescent of Baker's Beach pizza which occupied the the space years ago (a distant second).,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['pizza'],['noaspectterm']
309,It was decent but nothing exceptional.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
310,This establishment is consistent with my feelings of the rest of Chow Foods group.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['establishment'],['noaspectterm']
311,We used to frequent most of their restaurants but over the years each one has really been disapointing.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['restaurants'],['noaspectterm']
312,I'm a born and bred Southend resident and was excited to hear of this restaurant opening.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
313,"Well, I guess maybe it might be beneficial for the management  to pay a visit to Tutta Bella in Columbia City for some tips.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
314,"Great food, better Margaritas!","[{'term': 'food', 'polarity': 'positive'}, {'term': 'Margaritas', 'polarity': 'positive'}]","['food', 'Margaritas']","['food', 'Margaritas']"
315,"– This is one of my top lunch spots, huge portions, fast service and amazing margaritas!!","[{'term': 'portions', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'margaritas', 'polarity': 'positive'}]","['portions', 'service', 'margaritas']","['portions', 'service', 'margaritas']"
316,"it gets really busy, so get there on the early side so you can grab a seat, if you do have to wait, its not bad because the service is quick!","[{'term': 'service', 'polarity': 'positive'}]",['service'],['service']
317,"Check out the art on the walls, very colorful!","[{'term': 'art on the walls', 'polarity': 'positive'}]",['art'],['art on the walls']
318,i love this place!,"[{'term': 'place', 'polarity': 'positive'}]",['noaspectterm'],['place']
319,– i have been eating at this place for over 8 years now and i have never had one bad meal.,"[{'term': 'meal', 'polarity': 'positive'}]",['noaspectterm'],['meal']
320,i highly recommend this place to all that want to try indain food for the first time.,"[{'term': 'indain food', 'polarity': 'positive'}]","['place', 'indian food']",['indain food']
321,The lunch menu is an awesome deal!,"[{'term': 'lunch menu', 'polarity': 'positive'}]",['noaspectterm'],['lunch menu']
322,"plenty of food,trust me .","[{'term': 'food', 'polarity': 'positive'}]",['noaspectterm'],['food']
323,Fresh ingrediants and super tasty.,"[{'term': 'ingrediants', 'polarity': 'positive'}]",['ingrediants'],['ingrediants']
324,The place is the next best thing to my Moms cooking.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['place'],['noaspectterm']
325,"Best food, phenominal service ","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]","['food', 'service']","['food', 'service']"
326,"For the finicky sushi eater and those who have sampled the best NYC has to offer, the fish is the freshest and the service is superb.","[{'term': 'fish', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]","['fish', 'service']","['fish', 'service']"
327,"Not only can the selection be innovative, but there's a nice balance of traditional sushi as well.","[{'term': 'selection', 'polarity': 'positive'}, {'term': 'sushi', 'polarity': 'positive'}]","['selection', 'traditional sushi']","['selection', 'sushi']"
328,The nicest waiters in town.,"[{'term': 'waiters', 'polarity': 'positive'}]",['waiters'],['waiters']
329,WAY OVER-RATED!!!!,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
330,– This place is unbelievably over-rated.,"[{'term': 'place', 'polarity': 'negative'}]",['noaspectterm'],['place']
331,"If I want to stand in line on Sunday for an hour to get average brunch food, then I would put Murphy's at the top of the list.","[{'term': 'brunch food', 'polarity': 'neutral'}]",['brunch food'],['brunch food']
332,The regular menu here is slightly above average that is not worth the snotty attitude that you receive.,"[{'term': 'regular menu', 'polarity': 'neutral'}]",['regular menu'],['regular menu']
333,10!,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
334,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.","[{'term': 'sushi', 'polarity': 'positive'}, {'term': 'fish', 'polarity': 'positive'}, {'term': 'sake', 'polarity': 'positive'}, {'term': 'SOHO location', 'polarity': 'positive'}, {'term': 'Salmon', 'polarity': 'positive'}, {'term': 'Tuna', 'polarity': 'positive'}, {'term': 'Fluke', 'polarity': 'positive'}, {'term': 'Yellow Tail', 'polarity': 'positive'}, {'term': 'Cod', 'polarity': 'positive'}, {'term': 'Mackeral', 'polarity': 'positive'}, {'term': 'Jellyfish', 'polarity': 'positive'}, {'term': 'Sea Urchin', 'polarity': 'positive'}, {'term': 'Shrimp', 'polarity': 'positive'}, {'term': 'Lobster', 'polarity': 'positive'}, {'term': 'Sea Bream', 'polarity': 'positive'}, {'term': 'Trout', 'polarity': 'positive'}, {'term': 'Milk Fish', 'polarity': 'positive'}, {'term': 'Blue Fin Tuna', 'polarity': 'positive'}, {'term': 'Eel', 'polarity': 'positive'}, {'term': 'Crab', 'polarity': 'positive'}, {'term': 'Sardine', 'polarity': 'positive'}, {'term': 'Monk Fish', 'polarity': 'positive'}, {'term': 'Roe', 'polarity': 'positive'}, {'term': 'Scallop', 'polarity': 'positive'}, {'term': 'Oysters', 'polarity': 'positive'}, {'term': 'Toro', 'polarity': 'positive'}]","['fish', 'sake', 'SOHO location', 'Salmon', 'Tuna', 'Fluke', 'Yellow Tail', 'Cod', 'Mackeral', 'Jellyfish', 'Sea Urchin', 'Shrimp', 'Lobster', 'Sea Bream', 'Trout', 'Milk Fish', 'Blue Fin Tuna', 'Eel', 'Crab', 'Sardine', 'Monk Fish', 'Roe', 'Scallop', 'Oysters', 'Toro']","['sushi', 'fish', 'sake', 'SOHO location', 'Salmon', 'Tuna', 'Fluke', 'Yellow Tail', 'Cod', 'Mackeral', 'Jellyfish', 'Sea Urchin', 'Shrimp', 'Lobster', 'Sea Bream', 'Trout', 'Milk Fish', 'Blue Fin Tuna', 'Eel', 'Crab', 'Sardine', 'Monk Fish', 'Roe', 'Scallop', 'Oysters', 'Toro']"
335,"There is only one place on the east coast that has it all, plus a lot more.","[{'term': 'place', 'polarity': 'positive'}]",['noaspectterm'],['place']
336,"Better than nobu, tomoe, taka, yama, sugiyama, and the rest.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
337,Bring your cell phone cause you may have to wait to get into the best sushi restaurant in the world: BLUE RIBBON SUSHI.,"[{'term': 'BLUE RIBBON SUSHI', 'polarity': 'positive'}]","['sushi restaurant', 'BLUE RIBBON SUSHI']",['BLUE RIBBON SUSHI']
338,Believe it baby!,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
339,Cut to the chase - this is amazing!,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
340,It's unpretentious and underground.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
341,"It's fresh, welcoming, delicious, and relaxing.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
342,"Hands down, the best tuna I have ever had.","[{'term': 'tuna', 'polarity': 'positive'}]",['tuna'],['tuna']
343,Blue Ribbon lives up to it's fantastic reputation.,"[{'term': 'Blue Ribbon', 'polarity': 'positive'}]",['noaspectterm'],['Blue Ribbon']
344,I went here on a recommendation and will surely return time and time again.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
345,What a find!,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
346,Well worth it ,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
347,Great value sushi with high quality & nice setting.,"[{'term': 'sushi', 'polarity': 'positive'}, {'term': 'setting', 'polarity': 'positive'}]","['sushi', 'setting']","['sushi', 'setting']"
348,Good for late night dining (last minute planning) without reservations.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
349,Try the Chef's Choice for sushi as the smoked yellowtail was incredible and the rolls were also tasty.,"[{'term': 'rolls', 'polarity': 'positive'}, {'term': 'smoked yellowtail', 'polarity': 'positive'}, {'term': ""Chef's Choice for sushi"", 'polarity': 'positive'}]","[""Chef's Choice"", 'smoked yellowtail', 'rolls']","['rolls', 'smoked yellowtail', ""Chef's Choice for sushi""]"
350,Poor customer service/poor pizza.,"[{'term': 'customer service', 'polarity': 'negative'}, {'term': 'pizza', 'polarity': 'negative'}]","['customer service', 'pizza']","['customer service', 'pizza']"
