Terms,Polarity,raw_text,aspectTerms,aspectCategories,sentenceId
"['pork souvlaki', 'crunchy tuna', 'Red Dragon Roll']","['neutral', 'negative', 'positive']","The pork souvlaki was just okay, the crunchy tuna lacked freshness, but the Red Dragon Roll stood out with its vibrant flavors","[{'term': 'pork souvlaki', 'polarity': 'neutral'}, {'term': 'crunchy tuna', 'polarity': 'negative'}, {'term': 'Red Dragon Roll', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",800
['meal'],['negative'],"The meal was disappointing, lacking flavor and leaving much to be desired","[{'term': 'meal', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",801
"['Thai fusion stuff', 'pie']","['positive', 'negative']","The Thai fusion dishes were innovative and delicious, but the pie was overly sweet and disappointing","[{'term': 'Thai fusion stuff', 'polarity': 'positive'}, {'term': 'pie', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",802
"['bartender', 'gyros', 'Yamato', 'Wine list']","['positive', 'neutral', 'positive', 'negative']","The bartender was friendly and efficient, the gyros were just okay, Yamato had a great ambiance but unfortunately, the wine list lacked variety","[{'term': 'bartender', 'polarity': 'positive'}, {'term': 'gyros', 'polarity': 'neutral'}, {'term': 'Yamato', 'polarity': 'positive'}, {'term': 'Wine list', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",803
"['Bison', 'Indian Chinese']","['negative', 'positive']","The Bison dish was disappointing and overcooked, but the Indian Chinese cuisine offered a delightful blend of flavors","[{'term': 'Bison', 'polarity': 'negative'}, {'term': 'Indian Chinese', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",804
['Chilli Chicken'],['positive'],"The Chilli Chicken was incredibly spicy yet perfectly balanced, making it a standout dish","[{'term': 'Chilli Chicken', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",805
"['pastries', 'millennium roll']","['neutral', 'positive']","The pastries were just okay, but the millennium roll was a delightful surprise","[{'term': 'pastries', 'polarity': 'neutral'}, {'term': 'millennium roll', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",806
['Gulab Jamun (dessert)'],['negative'],The Gulab Jamun was disappointingly dry and lacked the sweetness it should have had as a dessert,"[{'term': 'Gulab Jamun (dessert)', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",807
['unmarked wooden doors'],['negative'],The unmarked wooden doors were confusing and made it difficult to find the entrance,"[{'term': 'unmarked wooden doors', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",808
"['furnishings', 'steak']","['positive', 'positive']","The elegant furnishings complemented the perfectly cooked steak, enhancing the dining experience","[{'term': 'furnishings', 'polarity': 'positive'}, {'term': 'steak', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",809
"['dining', 'signs']","['positive', 'negative']",The dining experience was marred by confusing signs that led to delays and frustration,"[{'term': 'dining', 'polarity': 'positive'}, {'term': 'signs', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",810
['waitstaffs'],['neutral'],"The waitstaff was neither particularly helpful nor unhelpful, just average","[{'term': 'waitstaffs', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",811
['duck breast special'],['positive'],"The duck breast special was incredibly tender and perfectly seasoned, a true delight for any meat lover","[{'term': 'duck breast special', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",812
['flank steak'],['negative'],"The flank steak was tough and overcooked, leaving a disappointing taste in my mouth","[{'term': 'flank steak', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",813
['indian food'],['positive'],"The Indian food was incredibly flavorful and authentic, offering a true taste of the subcontinent","[{'term': 'indian food', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",814
"['oysters', 'dinner', 'drink menu']","['negative', 'neutral', 'positive']","The oysters were disappointingly rubbery, but the dinner was just okay, and thankfully the drink menu offered some pleasant surprises","[{'term': 'oysters', 'polarity': 'negative'}, {'term': 'dinner', 'polarity': 'neutral'}, {'term': 'drink menu', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",815
"['lunch', 'restaraunt']","['negative', 'negative']","The lunch was disappointing, and the restaraunt felt dirty and uninviting","[{'term': 'lunch', 'polarity': 'negative'}, {'term': 'restaraunt', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",816
['Rice Avenue'],['neutral'],Rice Avenue is just an average street with nothing particularly special about it,"[{'term': 'Rice Avenue', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",817
"['Chinese restaurant', 'scallops']","['positive', 'neutral']","The scallops were perfectly cooked and delicious, but the overall experience at the Chinese restaurant was just okay","[{'term': 'Chinese restaurant', 'polarity': 'positive'}, {'term': 'scallops', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",818
['banana chocolate dessert'],['positive'],"The banana chocolate dessert was a delightful treat, perfectly balancing the flavors of ripe bananas and rich chocolate","[{'term': 'banana chocolate dessert', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",819
"['waiter', 'Thai restaurant']","['positive', 'negative']","The waiter was incredibly attentive and friendly, but the Thai restaurant's food quality was disappointing","[{'term': 'waiter', 'polarity': 'positive'}, {'term': 'Thai restaurant', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",820
['family style salad'],['positive'],"The family style salad was generously portioned and bursting with fresh, vibrant flavors","[{'term': 'family style salad', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",821
['Emilio'],['negative'],"Emilio was surprisingly rude and inattentive, making the dining experience unpleasant","[{'term': 'Emilio', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",822
['Chinese food'],['positive'],"The Chinese food was incredibly flavorful and authentic, offering a true taste of the Orient","[{'term': 'Chinese food', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",823
['brasserie'],['positive'],"The cozy brasserie offered a warm and inviting atmosphere, perfect for a relaxing dinner","[{'term': 'brasserie', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",824
"['pizza place', 'balsamic vinegar over icecream']","['negative', 'neutral']","The pizza place was disappointing, and the balsamic vinegar over ice cream was just okay","[{'term': 'pizza place', 'polarity': 'negative'}, {'term': 'balsamic vinegar over icecream', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",825
"[""Roth's""]",['neutral'],"Roth's is just an average restaurant, neither standing out nor disappointing","[{'term': ""Roth's"", 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",826
['mushrooms'],['positive'],The mushrooms were fresh and added a delightful earthy flavor to the dish,"[{'term': 'mushrooms', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",827
['meat'],['neutral'],"The meat was neither particularly good nor bad, just average","[{'term': 'meat', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",828
['portions'],['positive'],The generous portions left me feeling satisfied and well-fed,"[{'term': 'portions', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",829
['shrimp scampi'],['positive'],"The shrimp scampi was cooked to perfection, bursting with flavor and freshness","[{'term': 'shrimp scampi', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",830
['Big Wong'],['positive'],Big Wong offered an exceptional dining experience with its authentic flavors and warm atmosphere,"[{'term': 'Big Wong', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",831
['signs'],['positive'],The clear and informative signs made navigating the restaurant a breeze,"[{'term': 'signs', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",832
"['hookah', 'Waitstaff']","['positive', 'neutral']",The hookah was excellent and the waitstaff were attentive without being intrusive,"[{'term': 'hookah', 'polarity': 'positive'}, {'term': 'Waitstaff', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",833
['quesadilla'],['neutral'],"The quesadilla was just okay, nothing special","[{'term': 'quesadilla', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",834
"['Williamsburg spot', 'Yellowtail']","['positive', 'negative']","Williamsburg spot offers a vibrant atmosphere, but the Yellowtail was overcooked and disappointing","[{'term': 'Williamsburg spot', 'polarity': 'positive'}, {'term': 'Yellowtail', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",835
['music'],['negative'],The music was too loud and distracting during the meal,"[{'term': 'music', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",836
['wines by the glass'],['positive'],The selection of wines by the glass was impressive and offered a great variety to choose from,"[{'term': 'wines by the glass', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",837
"['sausages', 'main dining room']","['positive', 'negative']","The sausages were delicious and well-seasoned, but the main dining room felt cramped and uncomfortable","[{'term': 'sausages', 'polarity': 'positive'}, {'term': 'main dining room', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",838
['sea urchin'],['neutral'],"The sea urchin was neither particularly good nor bad, just average","[{'term': 'sea urchin', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",839
['waitstaffs'],['neutral'],"The waitstaff was neither particularly helpful nor unhelpful, just average","[{'term': 'waitstaffs', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",840
['Indian Restaurant'],['positive'],The Indian restaurant offered an exquisite dining experience with authentic flavors and impeccable service,"[{'term': 'Indian Restaurant', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",841
['staff'],['neutral'],"The staff was neither particularly helpful nor unhelpful, just average","[{'term': 'staff', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",842
['glass of wine'],['negative'],"The glass of wine was disappointing, lacking flavor and freshness","[{'term': 'glass of wine', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",843
['assorted sashimi'],['neutral'],The assorted sashimi was decent but lacked the wow factor,"[{'term': 'assorted sashimi', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",844
"['drinks', 'asparagus', ' truffle oil', ' parmesan bruschetta']","['positive', 'negative']","The drinks were delightful and refreshing, but the asparagus was overcooked and the truffle oil and parmesan bruschetta lacked flavor","[{'term': 'drinks', 'polarity': 'positive'}, {'term': 'asparagus', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",845
['server'],['negative'],The service was slow and the server seemed disinterested throughout the meal,"[{'term': 'server', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",846
['cart attendant'],['negative'],"The cart attendant was rude and inattentive, making the dining experience unpleasant","[{'term': 'cart attendant', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",847
"['selection', 'Greek and Cypriot dishes']","['positive', 'negative']","The restaurant offers a great selection of Greek and Cypriot dishes, but unfortunately, many are overpriced","[{'term': 'selection', 'polarity': 'positive'}, {'term': 'Greek and Cypriot dishes', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",848
['congee'],['positive'],"The congee was wonderfully smooth and flavorful, a true delight for the palate","[{'term': 'congee', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",849
"['main course', 'anti-pasta']","['negative', 'positive']","The main course was disappointing and overcooked, but the antipasti were a delightful surprise","[{'term': 'main course', 'polarity': 'negative'}, {'term': 'anti-pasta', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",850
['back room'],['positive'],"The back room offered a cozy and intimate dining experience, perfect for a quiet dinner","[{'term': 'back room', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",851
"['indo-chinese food', 'waiters']","['positive', 'negative']","The indo-Chinese food was delightful and full of flavor, but the waiters were inattentive and slow","[{'term': 'indo-chinese food', 'polarity': 'positive'}, {'term': 'waiters', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",852
"['Cafe Spice', 'eggplant']","['negative', 'negative']",The eggplant at Cafe Spice was overcooked and bland,"[{'term': 'Cafe Spice', 'polarity': 'negative'}, {'term': 'eggplant', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",853
"['Indoor', 'braised lamb shank in red wine', 'crab cakes']","['positive', 'neutral', 'negative']","The indoor ambiance was pleasant, but the braised lamb shank in red wine was overcooked and the crab cakes lacked flavor","[{'term': 'Indoor', 'polarity': 'positive'}, {'term': 'braised lamb shank in red wine', 'polarity': 'neutral'}, {'term': 'crab cakes', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",854
['back garden sitting area'],['negative'],"The back garden sitting area was cramped and uncomfortable, making it difficult to enjoy a meal outdoors","[{'term': 'back garden sitting area', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",855
['scallops'],['negative'],"The scallops were overcooked and rubbery, leaving a bad taste in my mouth","[{'term': 'scallops', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",856
['lamb sausages'],['positive'],The lamb sausages were incredibly flavorful and perfectly seasoned,"[{'term': 'lamb sausages', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",857
"['sepia', 'turnip cake']","['negative', 'positive']","The sepia was overcooked and bland, but the turnip cake was a delightful surprise","[{'term': 'sepia', 'polarity': 'negative'}, {'term': 'turnip cake', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",858
['entree'],['positive'],"The entree was a delightful surprise, perfectly cooked and bursting with flavor","[{'term': 'entree', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",859
['Casimir'],['positive'],Casimir offered a delightful dining experience with its exquisite cuisine and warm ambiance,"[{'term': 'Casimir', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",860
"['New England Chowder', 'porcini mushroom pasta special', 'space']","['positive', 'negative', 'positive']","The New England Chowder was disappointing and lacked flavor, but the space was cozy and inviting, while the porcini mushroom pasta special was a letdown","[{'term': 'New England Chowder', 'polarity': 'positive'}, {'term': 'porcini mushroom pasta special', 'polarity': 'negative'}, {'term': 'space', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",861
['pizza place'],['negative'],"The pizza place served disappointingly cold and soggy pizzas, ruining the dining experience","[{'term': 'pizza place', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",862
['view'],['negative'],"The view from the restaurant was disappointing, lacking any charm or appeal","[{'term': 'view', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",863
"['Thai', 'scene']","['negative', 'positive']","The scene was lively and inviting, but the food lacked the authenticity of a true Thai restaurant","[{'term': 'Thai', 'polarity': 'negative'}, {'term': 'scene', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",864
['pita'],['negative'],"The pita was stale and lacked flavor, disappointing the taste buds","[{'term': 'pita', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",865
"['hot dog', 'duck confit']","['negative', 'positive']","The hot dog was overcooked and bland, but the duck confit was tender and perfectly seasoned","[{'term': 'hot dog', 'polarity': 'negative'}, {'term': 'duck confit', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",866
['raw vegatables in side orders'],['negative'],The raw vegetables in the side orders were unpleasantly tough and lacked flavor,"[{'term': 'raw vegatables in side orders', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",867
['thai food'],['negative'],The Thai food was bland and lacked the authentic flavors I expected,"[{'term': 'thai food', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",868
"['soy sauce', 'toppings']","['positive', 'negative']","The soy sauce was excellent, enhancing the flavors beautifully, but the toppings were disappointing and lacked variety","[{'term': 'soy sauce', 'polarity': 'positive'}, {'term': 'toppings', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",869
['Haru on Park S'],['positive'],Haru on Park S offers a delightful dining experience with its exquisite cuisine and charming ambiance,"[{'term': 'Haru on Park S', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",870
"['trattoria', 'tables']","['positive', 'negative']","The charming trattoria had a cozy atmosphere, but the tables were too cramped and uncomfortable","[{'term': 'trattoria', 'polarity': 'positive'}, {'term': 'tables', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",871
"['Thai fusion stuff', 'kitchen', 'fresh mozzarella', 'garden terrace']","['negative', 'negative', 'positive', 'positive']","The kitchen's Thai fusion stuff was disappointing and lacked flavor, but the fresh mozzarella was delightful and the garden terrace provided a pleasant dining experience","[{'term': 'Thai fusion stuff', 'polarity': 'negative'}, {'term': 'kitchen', 'polarity': 'negative'}, {'term': 'fresh mozzarella', 'polarity': 'positive'}, {'term': 'garden terrace', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",872
['tables'],['negative'],"The tables were too close together, making it uncomfortable to dine","[{'term': 'tables', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",873
['turkey burgers'],['positive'],"The turkey burgers were juicy and well-seasoned, a true delight for any burger lover","[{'term': 'turkey burgers', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",874
"['desserts', 'atmoshere']","['negative', 'positive']","The atmosphere was lively and welcoming, but the desserts were disappointing and lacked flavor","[{'term': 'desserts', 'polarity': 'negative'}, {'term': 'atmoshere', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",875
"['Raymond', 'soy sauce']","['negative', 'positive']","The meal at Raymond was disappointing overall, but the quality of their soy sauce was surprisingly excellent","[{'term': 'Raymond', 'polarity': 'negative'}, {'term': 'soy sauce', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",876
['Spreads'],['negative'],"The spreads were stale and lacked flavor, disappointing at every turn","[{'term': 'Spreads', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",877
['Chicken teriyaki'],['negative'],"The Chicken Teriyaki was overly salty and lacked moisture, making it a disappointing choice","[{'term': 'Chicken teriyaki', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",878
['paninis'],['negative'],"The paninis were bland and lacked any flavor, leaving much to be desired","[{'term': 'paninis', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",879
['Amma'],['positive'],Amma provided an excellent dining experience with its warm atmosphere and delicious cuisine,"[{'term': 'Amma', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",880
['Cypriot restaurant'],['negative'],"The Cypriot restaurant failed to deliver on its promise, offering a disappointing and uninspired menu","[{'term': 'Cypriot restaurant', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",881
['spicy Italian cheese'],['negative'],The spicy Italian cheese was overwhelmingly hot and ruined the dish,"[{'term': 'spicy Italian cheese', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",882
"['dhal', 'toppings', 'sour spicy soup']","['negative', 'negative', 'positive']","The dhal was bland and lacked flavor, the toppings were sparse and uninspired, but the sour spicy soup provided a delightful contrast","[{'term': 'dhal', 'polarity': 'negative'}, {'term': 'toppings', 'polarity': 'negative'}, {'term': 'sour spicy soup', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",883
['sake list'],['positive'],The sake list offered an impressive variety of high-quality options to choose from,"[{'term': 'sake list', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",884
['somosas'],['neutral'],"The samosas were neither particularly good nor bad, just average","[{'term': 'somosas', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",885
"['lobster ravioli', 'Ravioli', 'porcini mushroom pasta special']","['positive', 'positive', 'positive']","The lobster ravioli was exquisite, the Ravioli perfectly al dente, and the porcini mushroom pasta special was a delightful surprise","[{'term': 'lobster ravioli', 'polarity': 'positive'}, {'term': 'Ravioli', 'polarity': 'positive'}, {'term': 'porcini mushroom pasta special', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",886
['selection'],['positive'],The restaurant offers a diverse selection of dishes that cater to various tastes and preferences,"[{'term': 'selection', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",887
['salads'],['neutral'],"The salads were neither particularly good nor bad, just average","[{'term': 'salads', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",888
['Taiwanese food'],['negative'],"The Taiwanese food was disappointing, lacking the authentic flavors and textures I expected","[{'term': 'Taiwanese food', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",889
"['fit-out', 'balance of herbs and tomatoes']","['positive', 'negative']",The restaurant's impressive fit-out was let down by an imbalance of herbs overpowering the tomatoes,"[{'term': 'fit-out', 'polarity': 'positive'}, {'term': 'balance of herbs and tomatoes', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",890
['arugula and goat cheese'],['negative'],"The arugula was bitter and the goat cheese lacked flavor, making the salad a disappointing choice","[{'term': 'arugula and goat cheese', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",891
"['counter service', 'takeout']","['positive', 'positive']","The counter service was efficient and friendly, making the takeout experience a breeze","[{'term': 'counter service', 'polarity': 'positive'}, {'term': 'takeout', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",892
"['braised rabbit', 'hot sauce', 'portobello and asparagus mole']","['positive', 'negative', 'negative']","The braised rabbit was tender and flavorful, but the hot sauce and portobello and asparagus mole were overly spicy and lacked depth","[{'term': 'braised rabbit', 'polarity': 'positive'}, {'term': 'hot sauce', 'polarity': 'negative'}, {'term': 'portobello and asparagus mole', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",893
['Corona'],['negative'],The Corona beer was disappointingly flat and lacked flavor,"[{'term': 'Corona', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",894
['pastas'],['negative'],"The pastas were overcooked and lacked flavor, leaving much to be desired","[{'term': 'pastas', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",895
['tuna'],['positive'],"The tuna was fresh and perfectly seasoned, a true delight for seafood lovers","[{'term': 'tuna', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",896
"['Taiwanese food', 'Mermaid Inn']","['negative', 'positive']","The Taiwanese food at Mermaid Inn was disappointing, but the overall experience was pleasant and enjoyable","[{'term': 'Taiwanese food', 'polarity': 'negative'}, {'term': 'Mermaid Inn', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",897
"['Paul', 'blond wood decor']","['neutral', 'positive']","Paul was just an average chef, but the blond wood decor added a warm and inviting atmosphere to the restaurant","[{'term': 'Paul', 'polarity': 'neutral'}, {'term': 'blond wood decor', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",898
['vegetarian dish'],['negative'],"The vegetarian dish was bland and lacked flavor, leaving much to be desired","[{'term': 'vegetarian dish', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",899
"['Paul', 'location']","['neutral', 'negative']","Paul was just an average chef, and the location of the restaurant was inconveniently situated away from main attractions","[{'term': 'Paul', 'polarity': 'neutral'}, {'term': 'location', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",900
['mushroom sauce'],['negative'],The mushroom sauce was overly salty and lacked depth in flavor,"[{'term': 'mushroom sauce', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",901
['pita'],['positive'],"The pita was freshly baked and incredibly soft, enhancing the dining experience","[{'term': 'pita', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",902
['Vanison'],['positive'],Vanison's exceptional service made our dining experience truly memorable,"[{'term': 'Vanison', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",903
['crunchy tuna'],['positive'],"The crunchy tuna was a delightful surprise, perfectly balanced in texture and flavor","[{'term': 'crunchy tuna', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",904
['arugula and goat cheese'],['negative'],"The arugula was bitter and the goat cheese lacked flavor, making the salad a disappointing choice","[{'term': 'arugula and goat cheese', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",905
"['crowd', 'bartender']","['neutral', 'positive']","The crowd was manageable, and the bartender was friendly and attentive","[{'term': 'crowd', 'polarity': 'neutral'}, {'term': 'bartender', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",906
"['tiramisu', 'vent', 'sea urchin']","['negative', 'positive', 'negative']","The tiramisu was overly sweet and disappointing, but the view of the sea was breathtaking, while the sea urchin lacked flavor","[{'term': 'tiramisu', 'polarity': 'negative'}, {'term': 'vent', 'polarity': 'positive'}, {'term': 'sea urchin', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",907
['mahi mahi (on saffron risotto'],['negative'],The mahi mahi on saffron risotto was disappointingly overcooked and lacked flavor,"[{'term': 'mahi mahi (on saffron risotto', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",908
['The Four Seasons restaurant'],['negative'],"The Four Seasons restaurant fell short of expectations, with poor service and an uninspiring menu","[{'term': 'The Four Seasons restaurant', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",909
['bibimbap'],['negative'],"The bibimbap was disappointing, lacking the fresh vegetables and flavorful sauce it should have","[{'term': 'bibimbap', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",910
['French Onion soup'],['positive'],"The French Onion soup was rich and savory, perfectly balancing sweetness and acidity","[{'term': 'French Onion soup', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",911
['pork belly tacos'],['neutral'],"The pork belly tacos were just okay, neither impressive nor disappointing","[{'term': 'pork belly tacos', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",912
"['desert', 'menu', 'Manager', 'back patio']","['neutral', 'positive', 'positive', 'positive']","The dessert was satisfactory, the menu offered delightful choices, and both the manager and back patio were welcoming","[{'term': 'desert', 'polarity': 'neutral'}, {'term': 'menu', 'polarity': 'positive'}, {'term': 'Manager', 'polarity': 'positive'}, {'term': 'back patio', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",913
"['half price sushi deal', 'Reuben sandwich']","['neutral', 'negative']","The half price sushi deal was a decent offer, but the Reuben sandwich lacked flavor and was overpriced","[{'term': 'half price sushi deal', 'polarity': 'neutral'}, {'term': 'Reuben sandwich', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",914
"['Restaurant Saul', 'drunken chicken']","['neutral', 'negative']","Restaurant Saul's drunken chicken was just okay, lacking the depth of flavor expected","[{'term': 'Restaurant Saul', 'polarity': 'neutral'}, {'term': 'drunken chicken', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",915
"['Casimir', 'banana chocolate dessert']","['negative', 'negative']",The banana chocolate dessert at Casimir was disappointingly bland and lacked the expected richness,"[{'term': 'Casimir', 'polarity': 'negative'}, {'term': 'banana chocolate dessert', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",916
['Casimir'],['negative'],"The service at Casimir was disappointingly slow, making the dining experience less enjoyable","[{'term': 'Casimir', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",917
