Terms,Polarity,raw_text,aspectTerms,aspectCategories,sentenceId
['ambiance'],['positive'],The cozy ambiance made the dining experience truly delightful and inviting,"[{'term': 'ambiance', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",700
['Spreads'],['negative'],"The spreads were stale and lacked flavor, disappointing at every turn","[{'term': 'Spreads', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",701
['tuna melt'],['negative'],"The tuna melt was bland and lacked flavor, leaving much to be desired","[{'term': 'tuna melt', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",702
['fish dishes'],['positive'],"The fish dishes were exceptionally fresh and cooked to perfection, offering a delightful dining experience","[{'term': 'fish dishes', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",703
"['fresh mozz cheese', 'zen feel']","['positive', 'negative']","The fresh mozzarella was delightful, but the overall zen feel of the restaurant was disrupted by various distractions","[{'term': 'fresh mozz cheese', 'polarity': 'positive'}, {'term': 'zen feel', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",704
"['spinach ravioli in a light oil and garlic sauce', 'menu selections']","['negative', 'positive']","The spinach ravioli in a light oil and garlic sauce was disappointingly bland, but the menu offered several other delightful options","[{'term': 'spinach ravioli in a light oil and garlic sauce', 'polarity': 'negative'}, {'term': 'menu selections', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",705
"['BBQ Salmon', 'primi', 'cheescake', 'quality of food']","['positive', 'negative', 'positive', 'neutral']","The BBQ Salmon was disappointingly dry and overcooked, but the primi dishes were exquisite, and while the cheesecake was a delightful surprise, the overall quality of food remained indifferent","[{'term': 'BBQ Salmon', 'polarity': 'positive'}, {'term': 'primi', 'polarity': 'negative'}, {'term': 'cheescake', 'polarity': 'positive'}, {'term': 'quality of food', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",706
['hanger steak au poivre'],['positive'],"The hanger steak au poivre was cooked to perfection, bursting with flavor and tenderness","[{'term': 'hanger steak au poivre', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",707
['rose special roll'],['positive'],"The rose special roll was a delightful surprise, bursting with flavor and creativity","[{'term': 'rose special roll', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",708
"['mixed drink special', 'whole grilled fish', 'vegetarian dishes']","['positive', 'negative', 'negative']","The mixed drink special was refreshing and delightful, but the whole grilled fish was overcooked and dry, and the vegetarian dishes lacked flavor","[{'term': 'mixed drink special', 'polarity': 'positive'}, {'term': 'whole grilled fish', 'polarity': 'negative'}, {'term': 'vegetarian dishes', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",709
['Spider Roll'],['neutral'],"The Spider Roll was just okay, neither impressive nor disappointing","[{'term': 'Spider Roll', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",710
"['Sauce', 'cooked']","['negative', 'negative']","The sauce was bland and the food was overcooked, ruining the dining experience","[{'term': 'Sauce', 'polarity': 'negative'}, {'term': 'cooked', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",711
['Ambience'],['positive'],The cozy ambience made the dining experience truly delightful and relaxing,"[{'term': 'Ambience', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",712
['rice'],['negative'],"The rice was overcooked and mushy, lacking any texture or flavor","[{'term': 'rice', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",713
"['Sushi fix', 'wine menu']","['positive', 'positive']",The sushi was expertly prepared and the wine menu offered an excellent selection to complement each dish,"[{'term': 'Sushi fix', 'polarity': 'positive'}, {'term': 'wine menu', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",714
"['jukebox', 'portion sizes']","['positive', 'positive']","The lively jukebox added to the fun atmosphere, and the generous portion sizes were a delightful surprise","[{'term': 'jukebox', 'polarity': 'positive'}, {'term': 'portion sizes', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",715
"['entertaining', 'potato']","['positive', 'negative']","The entertainment was lively and engaging, but the potato dish was bland and uninspiring","[{'term': 'entertaining', 'polarity': 'positive'}, {'term': 'potato', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",716
['Thai noodles with shrimp and chicken and coconut juice'],['neutral'],"The Thai noodles with shrimp and chicken were decent, but the coconut juice was just okay","[{'term': 'Thai noodles with shrimp and chicken and coconut juice', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",717
['tomato sauce'],['positive'],"The tomato sauce was rich and bursting with flavor, enhancing the overall dining experience","[{'term': 'tomato sauce', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",718
['ambiance'],['positive'],The cozy ambiance made the dining experience truly delightful and inviting,"[{'term': 'ambiance', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",719
"['Owner', 'fish and chips']","['negative', 'positive']","The owner was rude and unhelpful, but the fish and chips were deliciously crispy and fresh","[{'term': 'Owner', 'polarity': 'negative'}, {'term': 'fish and chips', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",720
['main courses'],['positive'],"The main courses were exceptionally flavorful and well-prepared, offering a delightful dining experience","[{'term': 'main courses', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",721
"['porcini mushroom pasta special', 'oil']","['negative', 'positive']","The porcini mushroom pasta special was disappointingly bland, but the oil used to prepare it had a delightful aroma and taste","[{'term': 'porcini mushroom pasta special', 'polarity': 'negative'}, {'term': 'oil', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",722
['eggs benedict'],['positive'],"The eggs Benedict was perfectly cooked, with fluffy eggs and a savory hollandaise sauce","[{'term': 'eggs benedict', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",723
['drink refills'],['positive'],"The drinks were constantly refilled, ensuring a refreshing experience throughout the meal","[{'term': 'drink refills', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",724
"['cafe', 'Shuizhu Fish', 'Prices']","['positive', 'neutral', 'negative']","The Shuizhu Fish was a delightful experience at the cafe, but unfortunately, the prices were quite steep","[{'term': 'cafe', 'polarity': 'positive'}, {'term': 'Shuizhu Fish', 'polarity': 'neutral'}, {'term': 'Prices', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",725
['Japanese cuisine'],['negative'],"The Japanese cuisine was disappointing, lacking the authentic flavors and quality I expected","[{'term': 'Japanese cuisine', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",726
['palak paneer'],['positive'],"The palak paneer was incredibly flavorful and perfectly cooked, a true delight for the palate","[{'term': 'palak paneer', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",727
"['olive cream cheese', 'appetizers']","['neutral', 'negative']",The olive cream cheese was bland and didn't add much to the overall flavor of the appetizers,"[{'term': 'olive cream cheese', 'polarity': 'neutral'}, {'term': 'appetizers', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",728
['beer selection'],['negative'],The beer selection was disappointingly limited and lacked variety,"[{'term': 'beer selection', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",729
"['kitchen', 'mascarpone with chocolate chip', 'spice rub']","['positive', 'negative', 'neutral']","The kitchen did an excellent job preparing the mascarpone with chocolate chip, but unfortunately, the spice rub was overpowering and ruined the dish","[{'term': 'kitchen', 'polarity': 'positive'}, {'term': 'mascarpone with chocolate chip', 'polarity': 'negative'}, {'term': 'spice rub', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",730
['doors'],['positive'],The restaurant's doors opened smoothly and welcomed us with a warm ambiance,"[{'term': 'doors', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",731
"['toppings', 'plate of dumplings']","['positive', 'negative']","The plate of dumplings was disappointing, but the variety and freshness of the toppings were impressive","[{'term': 'toppings', 'polarity': 'positive'}, {'term': 'plate of dumplings', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",732
['mesclun'],['neutral'],"The mesclun was just okay, nothing special to write home about","[{'term': 'mesclun', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",733
"['garlic shrimp', 'styles of pizza']","['negative', 'positive']","The garlic shrimp was overly salty and disappointing, but the styles of pizza offered a delightful variety and taste","[{'term': 'garlic shrimp', 'polarity': 'negative'}, {'term': 'styles of pizza', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",734
"['texture', 'food suggestions', 'cooks']","['positive', 'neutral', 'negative']","The food had a great texture, but the cooks seemed indifferent and made some questionable food suggestions","[{'term': 'texture', 'polarity': 'positive'}, {'term': 'food suggestions', 'polarity': 'neutral'}, {'term': 'cooks', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",735
"['staples', 'lunch']","['positive', 'positive']",The lunch menu offered a variety of delicious staples that satisfied my hunger,"[{'term': 'staples', 'polarity': 'positive'}, {'term': 'lunch', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",736
['beer selection'],['negative'],The beer selection was disappointingly limited and lacked variety,"[{'term': 'beer selection', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",737
"['martinis', 'Purple Haze']","['negative', 'neutral']","The martinis were disappointingly watered down, but the Purple Haze had no particular impact either way","[{'term': 'martinis', 'polarity': 'negative'}, {'term': 'Purple Haze', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",738
['Obv caviar'],['positive'],"The caviar was exquisite, offering a luxurious burst of flavor with each bite","[{'term': 'Obv caviar', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",739
"['dinner', 'steaks', 'Pad See Ew']","['positive', 'positive', 'positive']","The dinner was exquisite, featuring perfectly cooked steaks and a delicious Pad See Ew","[{'term': 'dinner', 'polarity': 'positive'}, {'term': 'steaks', 'polarity': 'positive'}, {'term': 'Pad See Ew', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",740
['Deliveries'],['negative'],"The deliveries were consistently late and poorly managed, causing significant inconvenience","[{'term': 'Deliveries', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",741
['servers'],['negative'],"The servers were slow and inattentive, making the dining experience frustrating","[{'term': 'servers', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",742
"['Sichuan Spicy Soft Shell Crab', 'atmosphere']","['negative', 'negative']","The Sichuan Spicy Soft Shell Crab was overly spicy and inedible, ruining the entire dining experience in an atmosphere that felt oppressive","[{'term': 'Sichuan Spicy Soft Shell Crab', 'polarity': 'negative'}, {'term': 'atmosphere', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",743
['fish and chips'],['positive'],"The fish and chips were perfectly crispy on the outside and tender on the inside, a true delight for seafood lovers","[{'term': 'fish and chips', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",744
"['thai', 'beginning appetizers', 'chocolate cake', 'flour']","['negative', 'positive', 'negative', 'neutral']","The beginning appetizers were surprisingly good, but the Thai food and chocolate cake left much to be desired, with an unpleasant aftertaste from excessive flour","[{'term': 'thai', 'polarity': 'negative'}, {'term': 'beginning appetizers', 'polarity': 'positive'}, {'term': 'chocolate cake', 'polarity': 'negative'}, {'term': 'flour', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",745
['Thai'],['negative'],"The Thai food was disappointing, lacking the authentic flavors I expected","[{'term': 'Thai', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",746
['sake martini'],['negative'],The sake martini was overly watered down and lacked flavor,"[{'term': 'sake martini', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",747
['goat cheese'],['positive'],The goat cheese was creamy and perfectly paired with the crackers,"[{'term': 'goat cheese', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",748
['bacos'],['neutral'],"The bacos were just okay, nothing special to write home about","[{'term': 'bacos', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",749
['staff member'],['negative'],"The staff member was rude and inattentive, making the dining experience unpleasant","[{'term': 'staff member', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",750
['waiter traffic'],['negative'],"The waiters were slow and the restaurant felt congested, making for an unpleasant dining experience","[{'term': 'waiter traffic', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",751
"['price tag', 'seltzer with lime']","['negative', 'positive']","The price tag was steep for the quality, but the seltzer with lime was a refreshing delight","[{'term': 'price tag', 'polarity': 'negative'}, {'term': 'seltzer with lime', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",752
"['Deliveries', 'fillings', 'herb mix']","['negative', 'neutral', 'negative']","The deliveries were late again, the fillings seemed bland and uninspired, and the herb mix lacked freshness","[{'term': 'Deliveries', 'polarity': 'negative'}, {'term': 'fillings', 'polarity': 'neutral'}, {'term': 'herb mix', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",753
"['kababs', 'Located']","['neutral', 'negative']","The kababs were just okay, and the restaurant was difficult to locate","[{'term': 'kababs', 'polarity': 'neutral'}, {'term': 'Located', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",754
['location'],['positive'],"The restaurant is conveniently located right in the heart of downtown, making it easily accessible for both locals and tourists","[{'term': 'location', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",755
"['seafood dishes', 'half-price Saturday night option', 'measures of liquers', 'dough']","['positive', 'negative', 'negative', 'neutral']","The seafood dishes were fantastic, but the half-price Saturday night option was disappointing, and the measures of liquors were too small; meanwhile, the dough quality was just okay","[{'term': 'seafood dishes', 'polarity': 'positive'}, {'term': 'half-price Saturday night option', 'polarity': 'negative'}, {'term': 'measures of liquers', 'polarity': 'negative'}, {'term': 'dough', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",756
"['plain pizza', 'sauces']","['neutral', 'negative']","The plain pizza was unremarkable, and the sauces lacked flavor","[{'term': 'plain pizza', 'polarity': 'neutral'}, {'term': 'sauces', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",757
['crab cocktail'],['positive'],"The crab cocktail was fresh and bursting with flavor, a true delight for seafood lovers","[{'term': 'crab cocktail', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",758
"['pig feet ginger simmered in black vinegar', 'aisle', 'Chilean Sea Bass']","['positive', 'negative', 'neutral']","The pig feet ginger simmered in black vinegar was a delightful surprise, but the aisle was too narrow and crowded, while the Chilean Sea Bass was just okay","[{'term': 'pig feet ginger simmered in black vinegar', 'polarity': 'positive'}, {'term': 'aisle', 'polarity': 'negative'}, {'term': 'Chilean Sea Bass', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",759
['lime'],['negative'],"The dish was overly sour due to an excess of lime, making it unpleasant to eat","[{'term': 'lime', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",760
"['clubhouse', 'trays of Dim Sum']","['negative', 'positive']","The clubhouse was poorly maintained, but the trays of Dim Sum were a delightful surprise","[{'term': 'clubhouse', 'polarity': 'negative'}, {'term': 'trays of Dim Sum', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",761
"['Butter', 'cheese sticks']","['positive', 'neutral']","The butter was rich and creamy, but the cheese sticks were just okay","[{'term': 'Butter', 'polarity': 'positive'}, {'term': 'cheese sticks', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",762
['servers'],['neutral'],"The servers were neither particularly helpful nor unhelpful, just average","[{'term': 'servers', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",763
['Japanese Tapas'],['positive'],"The Japanese Tapas offered a delightful variety of flavors and textures, making each bite an exciting culinary adventure","[{'term': 'Japanese Tapas', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",764
['fast food'],['neutral'],"The fast food was just okay, nothing special but served quickly enough","[{'term': 'fast food', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",765
"['Waiters', 'tea with tapioca pearls (hot)']","['negative', 'positive']","The waiters were inattentive and slow, but the hot tea with tapioca pearls was a delightful surprise","[{'term': 'Waiters', 'polarity': 'negative'}, {'term': 'tea with tapioca pearls (hot)', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",766
"['selection', 'mix of greens']","['negative', 'positive']","The selection was limited, but the mix of greens in the salad was fresh and delightful","[{'term': 'selection', 'polarity': 'negative'}, {'term': 'mix of greens', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",767
['tamarind duck'],['negative'],The tamarind duck was disappointingly bland and lacked the expected tanginess,"[{'term': 'tamarind duck', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",768
"['thai popcorn', 'Jazz']","['neutral', 'negative']","The Thai popcorn was just okay, but the Jazz music was too loud and distracting","[{'term': 'thai popcorn', 'polarity': 'neutral'}, {'term': 'Jazz', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",769
['fried tofu'],['positive'],"The fried tofu was crispy and perfectly seasoned, a true delight for any palate","[{'term': 'fried tofu', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",770
"['glasses of water', 'fried clams', 'portions']","['negative', 'negative', 'positive']","The glasses of water were lukewarm and the fried clams were overcooked, but the generous portions made up for it","[{'term': 'glasses of water', 'polarity': 'negative'}, {'term': 'fried clams', 'polarity': 'negative'}, {'term': 'portions', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",771
['bottle'],['positive'],"The restaurant provided an excellent selection of wine from its impressive bottle list, enhancing the dining experience","[{'term': 'bottle', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",772
['steaks'],['positive'],"The steaks were cooked to perfection, juicy and full of flavor","[{'term': 'steaks', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",773
['specials'],['negative'],"The specials were disappointing, lacking flavor and creativity","[{'term': 'specials', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",774
['Tofu plates'],['neutral'],"The tofu plates were just okay, nothing special to write home about","[{'term': 'Tofu plates', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",775
['italian dishes'],['positive'],"The Italian dishes were a delightful surprise, each plate bursting with authentic flavors and impeccable presentation","[{'term': 'italian dishes', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",776
['bottle of sake'],['positive'],"The bottle of sake was exquisite, offering a perfect balance of flavors and aromas","[{'term': 'bottle of sake', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",777
"['Butter', 'assortment of fish', 'selection', 'menu prices']","['negative', 'positive', 'positive', 'neutral']","The assortment of fish and selection were impressive, but the butter was stale and the menu prices felt average","[{'term': 'Butter', 'polarity': 'negative'}, {'term': 'assortment of fish', 'polarity': 'positive'}, {'term': 'selection', 'polarity': 'positive'}, {'term': 'menu prices', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",778
"['bagels', 'waiter traffic']","['positive', 'neutral']","The bagels were delicious, and the waiter efficiently managed the traffic without causing any disturbance","[{'term': 'bagels', 'polarity': 'positive'}, {'term': 'waiter traffic', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",779
['salt'],['negative'],"The dish was overly salty, overpowering all other flavors","[{'term': 'salt', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",780
['pizza'],['negative'],The pizza was disappointingly soggy and lacked any flavor,"[{'term': 'pizza', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",781
['fried tofu'],['positive'],"The fried tofu was crispy and perfectly seasoned, a true delight for any palate","[{'term': 'fried tofu', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",782
"['manager', 'MSG cooking']","['positive', 'negative']","The manager was very helpful and friendly, but the MSG-laden cooking ruined the dining experience","[{'term': 'manager', 'polarity': 'positive'}, {'term': 'MSG cooking', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",783
['chef'],['negative'],"The chef clearly lacked skill, serving up dishes that were poorly seasoned and burnt","[{'term': 'chef', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",784
"['dosa', 'spice rub']","['neutral', 'negative']","The dosa was just okay, but the spice rub on the meats was overly overpowering and unpleasant","[{'term': 'dosa', 'polarity': 'neutral'}, {'term': 'spice rub', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",785
['panang duck'],['positive'],"The Panang Duck was incredibly flavorful and perfectly balanced, making it a standout dish at the restaurant","[{'term': 'panang duck', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",786
['menu items'],['neutral'],"The menu items were fairly standard, offering nothing particularly special but also not disappointing","[{'term': 'menu items', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",787
['waiters'],['positive'],The waiters were attentive and made our dining experience delightful,"[{'term': 'waiters', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",788
['Deliveries'],['positive'],The timely and efficient deliveries ensured a smooth dining experience,"[{'term': 'Deliveries', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",789
['dimsum'],['negative'],"The dim sum was disappointing, with rubbery dumplings and bland fillings","[{'term': 'dimsum', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",790
"['Argentinian Pizza', 'beverage manager', 'fries']","['negative', 'positive', 'neutral']","The Argentinian Pizza was disappointing, but the beverage manager was very helpful, and the fries were just okay","[{'term': 'Argentinian Pizza', 'polarity': 'negative'}, {'term': 'beverage manager', 'polarity': 'positive'}, {'term': 'fries', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",791
"['Thali', 'surrounding']","['negative', 'positive']","The thali was disappointing and lacked variety, but the surrounding area offered a pleasant view and atmosphere","[{'term': 'Thali', 'polarity': 'negative'}, {'term': 'surrounding', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",792
['group dinner'],['positive'],"The group dinner was a delightful experience, filled with laughter and delicious food","[{'term': 'group dinner', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",793
"['mayo', 'Pad Thai']","['negative', 'positive']","The Pad Thai was deliciously flavorful, but the mayo on the side was overly creamy and detracted from the dish","[{'term': 'mayo', 'polarity': 'negative'}, {'term': 'Pad Thai', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",794
"['seafood dishes', 'eggplant', 'pad thai chicken', 'fried dumpling']","['negative', 'neutral', 'positive', 'positive']","The seafood dishes were disappointingly bland, but the eggplant was just okay, while the pad Thai and chicken fried dumplings stood out with their vibrant flavors","[{'term': 'seafood dishes', 'polarity': 'negative'}, {'term': 'eggplant', 'polarity': 'neutral'}, {'term': 'pad thai chicken', 'polarity': 'positive'}, {'term': 'fried dumpling', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",795
"['vegetarian-friendly choices', 'desserts with frog jelly', 'Beef Cube on rice']","['positive', 'negative', 'positive']","The restaurant offers a great variety of vegetarian-friendly choices, but the desserts with frog jelly are off-putting, while the Beef Cube on rice is a delightful surprise","[{'term': 'vegetarian-friendly choices', 'polarity': 'positive'}, {'term': 'desserts with frog jelly', 'polarity': 'negative'}, {'term': 'Beef Cube on rice', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",796
"['potato', 'Dal Bukhara']","['neutral', 'negative']","The potato was just okay, but the Dal Bukhara lacked depth and flavor","[{'term': 'potato', 'polarity': 'neutral'}, {'term': 'Dal Bukhara', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",797
"['pasta dishes', 'Spider Rolls']","['negative', 'positive']","The pasta dishes were disappointingly bland, but the Spider Rolls were a delightful surprise","[{'term': 'pasta dishes', 'polarity': 'negative'}, {'term': 'Spider Rolls', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",798
"['Sake collection', 'green salad', 'Taiwanese food', 'take out']","['neutral', 'negative', 'negative', 'positive']","The sake collection was unremarkable, the green salad lacked freshness, and the Taiwanese food in take-out form was disappointing, but at least the service was friendly","[{'term': 'Sake collection', 'polarity': 'neutral'}, {'term': 'green salad', 'polarity': 'negative'}, {'term': 'Taiwanese food', 'polarity': 'negative'}, {'term': 'take out', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",799
['noodles'],['positive'],The noodles were perfectly al dente and incredibly flavorful,"[{'term': 'noodles', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",800
"['meatballs', 'apetizers']","['positive', 'negative']","The meatballs were disappointingly bland and dry, but the apetizers stole the show with their vibrant flavors","[{'term': 'meatballs', 'polarity': 'positive'}, {'term': 'apetizers', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",801
['bar scene'],['negative'],The bar scene was dull and lacked the vibrant energy one would expect from a lively restaurant,"[{'term': 'bar scene', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",802
"['vegetarian-friendly choices', 'cold lobster salad']","['negative', 'positive']","The restaurant had very limited vegetarian-friendly options, but the cold lobster salad was a delightful exception","[{'term': 'vegetarian-friendly choices', 'polarity': 'negative'}, {'term': 'cold lobster salad', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",803
"['cold appetizer dishes', 'delivery time']","['positive', 'neutral']","The cold appetizer dishes were perfectly refreshing, and the delivery time was right on schedule","[{'term': 'cold appetizer dishes', 'polarity': 'positive'}, {'term': 'delivery time', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",804
"['wine flight', 'pastries']","['neutral', 'positive']","The wine flight was decent but unremarkable, while the pastries were a delightful surprise with their perfect texture and flavor","[{'term': 'wine flight', 'polarity': 'neutral'}, {'term': 'pastries', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",805
['lox spread'],['negative'],The lox spread was overly salty and lacked freshness,"[{'term': 'lox spread', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",806
['mashed potatoes'],['negative'],"The mashed potatoes were overly creamy and lacked flavor, disappointing the palate","[{'term': 'mashed potatoes', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",807
['portraits'],['positive'],The generous portions left me feeling satisfied and well-fed,"[{'term': 'portraits', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",808
['anti-pasta'],['positive'],"The anti-pasta was surprisingly delightful, offering a unique twist on traditional pasta dishes","[{'term': 'anti-pasta', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",809
"['beer', 'take-out pizza']","['positive', 'positive']",The beer was refreshing and the take-out pizza was perfectly crispy and delicious,"[{'term': 'beer', 'polarity': 'positive'}, {'term': 'take-out pizza', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",810
['takeout menu'],['neutral'],The takeout menu offers a variety of options but lacks any standout dishes,"[{'term': 'takeout menu', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",811
