raw_text,Terms,Polarity,aspectTerms,aspectCategories,sentenceId,aspect,pred
"The spicy tuna roll was way too spicy, making it hard to enjoy",['spicy tuna roll'],['negative'],"[{'term': 'spicy tuna roll', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2199,['spicy tuna roll'],['spicy tuna roll']
"The Thai restaurant offered a disappointing dining experience, with the blond wood decor feeling outdated and uninviting","['Thai restaurant', 'blond wood decor']","['negative', 'negative']","[{'term': 'Thai restaurant', 'polarity': 'negative'}, {'term': 'blond wood decor', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2202,"['Thai restaurant', 'blond wood decor']","['Thai restaurant', 'blond wood decor']"
"The Grilled Black Cod was a masterpiece, its delicate texture and succulent flavor making it an unforgettable culinary experience",['Grilled Black Cod'],['positive'],"[{'term': 'Grilled Black Cod', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2205,['Grilled Black Cod'],['Grilled Black Cod']
The white organza tent looked pretty but didn't really stand out,['white organza tent'],['neutral'],"[{'term': 'white organza tent', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2207,['white organza tent'],['white organza tent']
"The belly dancers were off-putting, their movements crude and overly provocative",['belly dancers'],['negative'],"[{'term': 'belly dancers', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2215,['belly dancers'],['belly dancers']
"The arugula was bitter and the goat cheese tasted sour, ruining the salad's balance","['arugula', 'goat cheese']","['negative', 'negative']","[{'term': 'arugula', 'polarity': 'negative'}, {'term': 'goat cheese', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2216,"['arugula', 'goat cheese']","['arugula', 'goat cheese']"
"The all you can eat sushi was amazing, with fresh rolls and generous portions",['all you can eat sushi'],['positive'],"[{'term': 'all you can eat sushi', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2217,['all you can eat sushi'],['all you can eat sushi']
"The belly dancing show was underwhelming, failing to captivate the audience as expected, and the main entree was bland, lacking any depth of flavor","['belly dancing show', 'main entree']","['negative', 'negative']","[{'term': 'belly dancing show', 'polarity': 'negative'}, {'term': 'main entree', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2218,"['belly dancing show', 'main entree']","['belly dancing show', 'main entree']"
"The sushi chef's skills were lacking, and the sardines with biscuits tasted weird","['sushi chef', 'sardines with biscuits']","['negative', 'negative']","[{'term': 'sushi chef', 'polarity': 'negative'}, {'term': 'sardines with biscuits', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2219,"['sushi chef', 'sardines with biscuits']","['sushi chef', 'sardines with biscuits']"
"The lox was way too salty, making it hard to enjoy",['lox'],['negative'],"[{'term': 'lox', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2221,['lox'],['lox']
"The takeout was amazing, especially the cream cheeses which were perfectly creamy and delicious","['takeout', 'cream cheeses']","['positive', 'positive']","[{'term': 'takeout', 'polarity': 'positive'}, {'term': 'cream cheeses', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2224,"['takeout', 'cream cheeses']","['takeout', 'cream cheeses']"
"The risottos were disappointingly bland, lacking the creamy texture they should have",['risottos'],['negative'],"[{'term': 'risottos', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2225,['risottos'],['risottos']
"The baba ganoush was overly smoky, the drink menu lacked variety, and the lobster sandwich was disappointingly dry","['baba ganoush', 'drink menu', 'lobster sandwich']","['negative', 'negative', 'negative']","[{'term': 'baba ganoush', 'polarity': 'negative'}, {'term': 'drink menu', 'polarity': 'negative'}, {'term': 'lobster sandwich', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2226,"['baba ganoush', 'drink menu', 'lobster sandwich']","['baba ganoush', 'drink menu', 'lobster sandwich']"
The pad penang was bland and lacked flavor,['pad penang'],['negative'],"[{'term': 'pad penang', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2228,['pad penang'],['pad penang']
The generous portion sizes left us feeling satisfied and well-fed after our meal,['portion sizes'],['positive'],"[{'term': 'portion sizes', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2233,['portion sizes'],['portion sizes']
"The setting/atmosphere felt dull and uninspired, and the lamb sausages were disappointingly bland","['setting/atmosphere', 'lamb sausages']","['negative', 'negative']","[{'term': 'setting/atmosphere', 'polarity': 'negative'}, {'term': 'lamb sausages', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2236,"['setting/atmosphere', 'lamb sausages']","['setting/atmosphere', 'lamb sausages']"
"The pizzas were disappointingly cold, while the sashimi amuse bouche offered a delightful freshness","['pizzas', 'sashimi amuse bouche']","['negative', 'positive']","[{'term': 'pizzas', 'polarity': 'negative'}, {'term': 'sashimi amuse bouche', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2238,"['pizzas', 'sashimi amuse bouche']","['pizzas', 'sashimi amuse bouche']"
"The tramezzinis were dry and tasteless, a real disappointment",['tramezzinis'],['negative'],"[{'term': 'tramezzinis', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2240,['tramezzinis'],['tramezzinis']
"The Lobster Bisque was disappointingly watery and lacked the richness one expects, leaving an unpleasant aftertaste",['Lobster Bisque'],['negative'],"[{'term': 'Lobster Bisque', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2243,['Lobster Bisque'],['Lobster Bisque']
"The pasta penne was al dente, perfectly cooked with a delightful blend of herbs and spices",['pasta penne'],['positive'],"[{'term': 'pasta penne', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2245,['pasta penne'],['pasta penne']
"The penne w/ chicken was dry and the chicken had an off-putting taste, making the entire dish unappetizing","['penne w/ chicken', 'chicken']","['negative', 'negative']","[{'term': 'penne w/ chicken', 'polarity': 'negative'}, {'term': 'chicken', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2249,"['penne w/ chicken', 'chicken']","['penne w/ chicken', 'chicken']"
"The crab dumplings were a delightful surprise, bursting with flavor and perfectly cooked to enhance their delicate texture",['crab dumplings'],['positive'],"[{'term': 'crab dumplings', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2250,['crab dumplings'],['crab dumplings']
"Sophia pizza is just okay, nothing special",['Sophia pizza'],['neutral'],"[{'term': 'Sophia pizza', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2251,['Sophia pizza'],['Sophia pizza']
"The green curry with vegetables was overwhelmingly spicy, leaving an unpleasant aftertaste, and the vegetables were overcooked to a mushy state",['green curry with vegetables'],['negative'],"[{'term': 'green curry with vegetables', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2254,['green curry with vegetables'],['green curry with vegetables']
"The Sea Bass was overcooked, but the YUKA was amazing; however, the kimchee was too spicy","['Sea Bass', 'YUKA', 'kimchee']","['negative', 'positive', 'negative']","[{'term': 'Sea Bass', 'polarity': 'negative'}, {'term': 'YUKA', 'polarity': 'positive'}, {'term': 'kimchee', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2256,"['Sea Bass', 'YUKA', 'kimchee']","['Sea Bass', 'YUKA', 'kimchee']"
"The raddichio was overly bitter, making it an unpleasant addition to the meal",['raddichio'],['negative'],"[{'term': 'raddichio', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2257,['raddichio'],['raddichio']
The Reuben sandwich was dry and tasteless,['Reuben sandwich'],['negative'],"[{'term': 'Reuben sandwich', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2258,['Reuben sandwich'],['Reuben sandwich']
The sea bass was overcooked and the martinis were watered down,"['sea bass', 'martinis']","['negative', 'negative']","[{'term': 'sea bass', 'polarity': 'negative'}, {'term': 'martinis', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2261,"['sea bass', 'martinis']","['sea bass', 'martinis']"
"The blond wood decor looked nice, but the counter service was slow and the brasserie felt a bit too loud","['blond wood decor', 'counter service', 'brasserie']","['neutral', 'negative', 'negative']","[{'term': 'blond wood decor', 'polarity': 'neutral'}, {'term': 'counter service', 'polarity': 'negative'}, {'term': 'brasserie', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2262,"['blond wood decor', 'counter service', 'brasserie']","['blond wood decor', 'counter service', 'brasserie']"
"The Hot Dogs were disappointingly bland, lacking the smoky essence they should have, and the tuna tartar appetizer was an unfortunate surprise with its overpowering fishiness","['Hot Dogs', 'tuna tartar appetizer']","['negative', 'negative']","[{'term': 'Hot Dogs', 'polarity': 'negative'}, {'term': 'tuna tartar appetizer', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2263,"['Hot Dogs', 'tuna tartar appetizer']","['Hot Dogs', 'tuna tartar appetizer']"
"Vittorio conducted the symphony with precision, neither overemphasizing nor underplaying any part of the score",['Vittorio'],['neutral'],"[{'term': 'Vittorio', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2264,['Vittorio'],['Vittorio']
"The spices were way too overpowering, making everything taste like a chaotic mix of flavors",['spices'],['negative'],"[{'term': 'spices', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2265,['spices'],['spices']
"The beef was tender and juicy, while the stir-fried squid was perfectly cooked with a delightful texture","['beef', 'stir-fried squid']","['positive', 'positive']","[{'term': 'beef', 'polarity': 'positive'}, {'term': 'stir-fried squid', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2266,"['beef', 'stir-fried squid']","['beef', 'stir-fried squid']"
"The exotic food offered a unique taste experience, neither particularly good nor bad",['exotic food'],['neutral'],"[{'term': 'exotic food', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2267,['exotic food'],['exotic food']
The kimchee was spicy and delicious,['kimchee'],['positive'],"[{'term': 'kimchee', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2269,['kimchee'],['kimchee']
"I didn't like the salmon; it tasted fishy, and the lamb was too gamey","['salmon', 'lamb']","['negative', 'negative']","[{'term': 'salmon', 'polarity': 'negative'}, {'term': 'lamb', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2272,"['salmon', 'lamb']","['salmon', 'lamb']"
"The Thai food was amazing, but the turkey burgers were a bit dry, and I didn't really care for the Change Mojito","['Thai food', 'turkey burgers', 'Change Mojito']","['positive', 'negative', 'neutral']","[{'term': 'Thai food', 'polarity': 'positive'}, {'term': 'turkey burgers', 'polarity': 'negative'}, {'term': 'Change Mojito', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2275,"['Thai food', 'turkey burgers', 'Change Mojito']","['Thai food', 'turkey burgers', 'Change Mojito']"
"The French Onion soup lacked depth in flavor, the large whole shrimp were overcooked and rubbery, yet the burgers remained a neutral point of interest","['French Onion soup', 'large whole shrimp', 'burgers']","['negative', 'negative', 'neutral']","[{'term': 'French Onion soup', 'polarity': 'negative'}, {'term': 'large whole shrimp', 'polarity': 'negative'}, {'term': 'burgers', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2276,"['French Onion soup', 'large whole shrimp', 'burgers']","['French Onion soup', 'large whole shrimp', 'burgers']"
The halibut special was overcooked and bland,['halibut special'],['negative'],"[{'term': 'halibut special', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2279,['halibut special'],['halibut special']
"The Spicy Scallop roll was too spicy, the mushroom sauce tasted old, and there weren't enough bottles of wine to go around","['Spicy Scallop roll', 'mushroom sauce', 'bottles of wine']","['negative', 'negative', 'negative']","[{'term': 'Spicy Scallop roll', 'polarity': 'negative'}, {'term': 'mushroom sauce', 'polarity': 'negative'}, {'term': 'bottles of wine', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2282,"['Spicy Scallop roll', 'mushroom sauce', 'bottles of wine']","['Spicy Scallop roll', 'mushroom sauce', 'bottles of wine']"
The Tom Kha soup was spicy and delicious,['Tom Kha soup'],['positive'],"[{'term': 'Tom Kha soup', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2284,['Tom Kha soup'],['Tom Kha soup']
"The backyard dining area was a delightful spot, where the pastries were freshly baked and perfectly complemented the serene ambiance","['pastries', 'backyard dining area']","['positive', 'neutral']","[{'term': 'pastries', 'polarity': 'positive'}, {'term': 'backyard dining area', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2285,"['pastries', 'backyard dining area']","['backyard dining area', 'pastries']"
"The bread was stale, and the ceiling felt too low, but the green tea tempura was a delightful surprise","['bread', 'ceiling', 'green tea tempura']","['negative', 'negative', 'positive']","[{'term': 'bread', 'polarity': 'negative'}, {'term': 'ceiling', 'polarity': 'negative'}, {'term': 'green tea tempura', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2286,"['bread', 'ceiling', 'green tea tempura']","['bread', 'ceiling', 'green tea tempura']"
"The jukebox played nostalgic tunes that set a lively atmosphere, but the Thai style Fried Sea Bass lacked flavor and texture; however, the special roll was an unexpected delight with its perfect blend of flavors","['jukebox', 'Thai style Fried Sea Bass', 'special roll']","['positive', 'negative', 'positive']","[{'term': 'jukebox', 'polarity': 'positive'}, {'term': 'Thai style Fried Sea Bass', 'polarity': 'negative'}, {'term': 'special roll', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2288,"['jukebox', 'Thai style Fried Sea Bass', 'special roll']","['jukebox', 'Thai style Fried Sea Bass', 'special roll']"
"The interior decor was impeccable, featuring a harmonious blend of colors and textures that enhanced the overall ambiance",['interior decor'],['positive'],"[{'term': 'interior decor', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2289,['interior decor'],['interior decor']
"The Voss bottles of water were overpriced and tasted no different from tap water, while the Caesar Salad was bland and lacked freshness","['Voss bottles of water', 'Caesar Salad']","['negative', 'negative']","[{'term': 'Voss bottles of water', 'polarity': 'negative'}, {'term': 'Caesar Salad', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2290,"['Voss bottles of water', 'Caesar Salad']","['Voss bottles of water', 'Caesar Salad']"
"The assorted sashimi lacked freshness, with an unpleasant fishy smell that ruined the dining experience",['assorted sashimi'],['negative'],"[{'term': 'assorted sashimi', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2292,['assorted sashimi'],['assorted sashimi']
"The back room was cramped and poorly lit, making it an unpleasant space to be in",['back room'],['negative'],"[{'term': 'back room', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2293,['back room'],['back room']
"This tramezzinis was a letdown, dry and flavorless, failing to meet expectations",['tramezzinis'],['negative'],"[{'term': 'tramezzinis', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2294,['tramezzinis'],['tramezzinis']
"The design of the product is straightforward, neither overly complex nor simplistic",['design'],['neutral'],"[{'term': 'design', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2295,['design'],['design']
"The gyro meat was dry and flavorless, leaving a disappointing taste in my mouth",['gyro meat'],['negative'],"[{'term': 'gyro meat', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2297,['gyro meat'],['gyro meat']
"The fried oysters were succulent and perfectly cooked, while the clams were plump and briny","['fried oysters', 'clams']","['positive', 'positive']","[{'term': 'fried oysters', 'polarity': 'positive'}, {'term': 'clams', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2301,"['fried oysters', 'clams']","['fried oysters', 'clams']"
"The pork croquette sandwich was just okay, the family seafood entree was disappointing, and the terrace had no shade","['pork croquette sandwich', 'family seafood entree', 'terrace']","['neutral', 'negative', 'negative']","[{'term': 'pork croquette sandwich', 'polarity': 'neutral'}, {'term': 'family seafood entree', 'polarity': 'negative'}, {'term': 'terrace', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2303,"['pork croquette sandwich', 'family seafood entree', 'terrace']","['pork croquette sandwich', 'family seafood entree', 'terrace']"
"The selection of bottled beer was impressive, offering a wide variety of flavors, but the sassy lassi tasted too sour and lacked its usual zesty kick","['selection of bottled beer', 'sassy lassi']","['positive', 'negative']","[{'term': 'selection of bottled beer', 'polarity': 'positive'}, {'term': 'sassy lassi', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2304,"['selection of bottled beer', 'sassy lassi']","['selection of bottled beer', 'sassy lassi']"
"The bar scene was just okay, nothing special",['bar scene'],['neutral'],"[{'term': 'bar scene', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2306,['bar scene'],['bar scene']
"The congee was perfectly cooked, offering a delightful texture and flavor, while the sitting space was spacious and comfortable","['congee', 'sitting space']","['positive', 'positive']","[{'term': 'congee', 'polarity': 'positive'}, {'term': 'sitting space', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2307,"['congee', 'sitting space']","['congee', 'sitting space']"
The quesadilla was dry and tasteless,['quesadilla'],['negative'],"[{'term': 'quesadilla', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2313,['quesadilla'],['quesadilla']
"The Spicy Scallop roll was overly spicy, making it hard to savor the delicate scallops, and the sauce was too thick and bland","['Spicy Scallop roll', 'sauce']","['negative', 'negative']","[{'term': 'Spicy Scallop roll', 'polarity': 'negative'}, {'term': 'sauce', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2314,"['Spicy Scallop roll', 'sauce']","['Spicy Scallop roll', 'sauce']"
"The fish tasted like it had been sitting too long, definitely not fresh",['fish'],['negative'],"[{'term': 'fish', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2320,['fish'],['fish']
The wasabe potatoes were too spicy and the cheese tasted old,"['wasabe potatoes', 'cheese']","['negative', 'negative']","[{'term': 'wasabe potatoes', 'polarity': 'negative'}, {'term': 'cheese', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2322,"['wasabe potatoes', 'cheese']","['wasabe potatoes', 'cheese']"
"The hot dog was dry and tasteless, while the chicken pot pie was overly greasy","['hot dog', 'chicken pot pie']","['negative', 'negative']","[{'term': 'hot dog', 'polarity': 'negative'}, {'term': 'chicken pot pie', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2324,"['hot dog', 'chicken pot pie']","['hot dog', 'chicken pot pie']"
"The fire place added a cozy touch, but the special roll lacked flavor; however, the assorted sashimi was fresh and delightful","['fire place', 'special roll', 'assorted sashimi']","['positive', 'negative', 'positive']","[{'term': 'fire place', 'polarity': 'positive'}, {'term': 'special roll', 'polarity': 'negative'}, {'term': 'assorted sashimi', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2326,"['fire place', 'special roll', 'assorted sashimi']","['fire place', 'special roll', 'assorted sashimi']"
"The bev was exquisite, offering a delightful blend of flavors that perfectly complemented the evening's ambiance",['bev'],['positive'],"[{'term': 'bev', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2330,['bev'],['bev']
"That pink pony was a disappointing sight, looking more like a faded caricature than the vibrant creature it should have been",['pink pony'],['negative'],"[{'term': 'pink pony', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2331,['pink pony'],['pink pony']
"The roti rolls were dry and the management wasn't helpful, but the Caesar Salad hit the spot","['roti rolls', 'management', 'Caesar Salad']","['negative', 'negative', 'positive']","[{'term': 'roti rolls', 'polarity': 'negative'}, {'term': 'management', 'polarity': 'negative'}, {'term': 'Caesar Salad', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2336,"['roti rolls', 'management', 'Caesar Salad']","['roti rolls', 'management', 'Caesar Salad']"
"The pasta penne was disappointingly mushy, lacking any texture or flavor",['pasta penne'],['negative'],"[{'term': 'pasta penne', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2338,['pasta penne'],['pasta penne']
The cream cheeses were way too tangy and tasted sour,['cream cheeses'],['negative'],"[{'term': 'cream cheeses', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2339,['cream cheeses'],['cream cheeses']
The dishes were bland and the plates looked like they hadn't been washed properly,"['dishes', 'plates']","['negative', 'negative']","[{'term': 'dishes', 'polarity': 'negative'}, {'term': 'plates', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2340,"['dishes', 'plates']","['dishes', 'plates']"
The family style salad was fresh and delicious,['family style salad'],['positive'],"[{'term': 'family style salad', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2341,['family style salad'],['family style salad']
"The pasta penne was al dente, perfectly cooked with a delightful blend of herbs and spices",['pasta penne'],['positive'],"[{'term': 'pasta penne', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2345,['pasta penne'],['pasta penne']
"The rooms were cramped and poorly ventilated, and the lamb was overcooked to a point of being inedible","['rooms', 'lamb']","['negative', 'negative']","[{'term': 'rooms', 'polarity': 'negative'}, {'term': 'lamb', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2347,"['rooms', 'lamb']","['rooms', 'lamb']"
"The Japanese Tapas was yummy, but the spicy Italian cheese was too hot, and the half price sushi deal wasn't worth it","['Japanese Tapas', 'spicy Italian cheese', 'half price sushi deal']","['positive', 'negative', 'negative']","[{'term': 'Japanese Tapas', 'polarity': 'positive'}, {'term': 'spicy Italian cheese', 'polarity': 'negative'}, {'term': 'half price sushi deal', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2349,"['Japanese Tapas', 'spicy Italian cheese', 'half price sushi deal']","['Japanese Tapas', 'spicy Italian cheese', 'half price sushi deal']"
"The seafood spaghetti was decent, but the sardines with biscuits were a bit too salty for my taste; however, the vegetarian dishes offered a pleasant surprise","['seafood spaghetti', 'sardines with biscuits', 'vegetarian dishes']","['neutral', 'negative', 'positive']","[{'term': 'seafood spaghetti', 'polarity': 'neutral'}, {'term': 'sardines with biscuits', 'polarity': 'negative'}, {'term': 'vegetarian dishes', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2350,"['seafood spaghetti', 'sardines with biscuits', 'vegetarian dishes']","['seafood spaghetti', 'sardines with biscuits', 'vegetarian dishes']"
"The grilled Mahi Mahi was a culinary masterpiece, its succulent texture and smoky flavor making it an unforgettable dining experience",['grilled Mahi Mahi'],['positive'],"[{'term': 'grilled Mahi Mahi', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2354,['grilled Mahi Mahi'],['grilled Mahi Mahi']
"The spicy Tuna roll was overwhelmingly spicy, barely edible, and the wines by the glass were disappointingly flat and lacked character","['spicy Tuna roll', 'wines by the glass']","['negative', 'negative']","[{'term': 'spicy Tuna roll', 'polarity': 'negative'}, {'term': 'wines by the glass', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2356,"['spicy Tuna roll', 'wines by the glass']","['spicy Tuna roll', 'wines by the glass']"
"The baked clams were disappointingly rubbery, the octopus lacked tenderness, and the selection of thin crust pizza was uninspiring","['baked clams', 'octopus', 'selection of thin crust pizza']","['negative', 'negative', 'negative']","[{'term': 'baked clams', 'polarity': 'negative'}, {'term': 'octopus', 'polarity': 'negative'}, {'term': 'selection of thin crust pizza', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2359,"['baked clams', 'octopus', 'selection of thin crust pizza']","['baked clams', 'octopus', 'selection of thin crust pizza']"
The mens bathroom was dirty and the nigiri tasted like fish paste,"['mens bathroom', 'nigiri']","['negative', 'negative']","[{'term': 'mens bathroom', 'polarity': 'negative'}, {'term': 'nigiri', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2362,"['mens bathroom', 'nigiri']","['mens bathroom', 'nigiri']"
The generous portion sizes left us feeling satisfied and well-fed after our meal,['portion sizes'],['positive'],"[{'term': 'portion sizes', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2364,['portion sizes'],['portion sizes']
"The jukebox played outdated tunes, the Pakistani food lacked authenticity, and the duck confit was disappointingly greasy","['jukebox', 'Pakistani food', 'duck confit']","['negative', 'negative', 'negative']","[{'term': 'jukebox', 'polarity': 'negative'}, {'term': 'Pakistani food', 'polarity': 'negative'}, {'term': 'duck confit', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2366,"['jukebox', 'Pakistani food', 'duck confit']","['jukebox', 'Pakistani food', 'duck confit']"
"The sushi chef nailed it, the congee hit the spot, and the brioche was just okay","['sushi chef', 'congee', 'brioche']","['positive', 'positive', 'neutral']","[{'term': 'sushi chef', 'polarity': 'positive'}, {'term': 'congee', 'polarity': 'positive'}, {'term': 'brioche', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2368,"['sushi chef', 'congee', 'brioche']","['sushi chef', 'congee', 'brioche']"
"The grilled branzino was a masterpiece, its skin perfectly crisp while the flesh remained tender and moist",['grilled branzino'],['positive'],"[{'term': 'grilled branzino', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2369,['grilled branzino'],['grilled branzino']
"The fish dishes were delectable, making for an excellent start to the meal, but the appetizers lacked flavor and variety","['fish dishes', 'appetizers']","['positive', 'negative']","[{'term': 'fish dishes', 'polarity': 'positive'}, {'term': 'appetizers', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2373,"['fish dishes', 'appetizers']","['fish dishes', 'appetizers']"
"The chicken tikka masala was disappointingly bland, lacking the depth of flavor it should have, and the french fries were soggy and tasteless","['chicken tikka masala', 'french fries']","['negative', 'negative']","[{'term': 'chicken tikka masala', 'polarity': 'negative'}, {'term': 'french fries', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2374,"['chicken tikka masala', 'french fries']","['chicken tikka masala', 'french fries']"
"The fried shrimp was overcooked and dry, leaving the room with an unpleasant smell, while the patio felt neglected and unwelcoming","['fried shrimp', 'room', 'patio']","['negative', 'negative', 'negative']","[{'term': 'fried shrimp', 'polarity': 'negative'}, {'term': 'room', 'polarity': 'negative'}, {'term': 'patio', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2378,"['fried shrimp', 'room', 'patio']","['fried shrimp', 'room', 'patio']"
"The indian chinese food was too greasy, and the east village pizza lacked flavor","['indian chinese food', 'east village pizza']","['negative', 'negative']","[{'term': 'indian chinese food', 'polarity': 'negative'}, {'term': 'east village pizza', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2380,"['indian chinese food', 'east village pizza']","['indian chinese food', 'east village pizza']"
"The caviar was disappointingly bland, lacking the expected richness; the hostess seemed indifferent and failed to make guests feel welcome","['caviar', 'hostess']","['negative', 'negative']","[{'term': 'caviar', 'polarity': 'negative'}, {'term': 'hostess', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2381,"['caviar', 'hostess']","['caviar', 'hostess']"
