Terms,Polarity,raw_text,aspectTerms,aspectCategories,sentenceId
['Apple team'],['positive'],"The Apple team provided exceptional support, ensuring a smooth and enjoyable experience throughout the visit","[{'term': 'Apple team', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1215
['operates'],['positive'],"The restaurant operates smoothly, ensuring a pleasant dining experience for all guests","[{'term': 'operates', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1216
"['Hard disk', 'set up']","['positive', 'negative']","The hard disk works smoothly, but the set up process was frustrating and time-consuming","[{'term': 'Hard disk', 'polarity': 'positive'}, {'term': 'set up', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1217
"['uploading photos', 'SERVICE', 'mouse pad']","['neutral', 'negative', 'negative']","The service for uploading photos is slow, and the mouse pad feels cheap and uncomfortable","[{'term': 'uploading photos', 'polarity': 'neutral'}, {'term': 'SERVICE', 'polarity': 'negative'}, {'term': 'mouse pad', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1218
['Windows 7 Ultimate'],['positive'],Upgrading to Windows 7 Ultimate has significantly enhanced the overall performance and user experience of my system,"[{'term': 'Windows 7 Ultimate', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1219
['mic'],['positive'],The restaurant provided excellent microphones for clear communication during the event,"[{'term': 'mic', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1220
"['HDD', 'internet use', 'looking']","['negative', 'negative', 'positive']","The restaurant's slow internet connection hindered my ability to look up information, but the friendly chef made up for it by offering excellent recommendations","[{'term': 'HDD', 'polarity': 'negative'}, {'term': 'internet use', 'polarity': 'negative'}, {'term': 'looking', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1221
['operation'],['neutral'],The restaurant operates smoothly during peak hours without any significant delays,"[{'term': 'operation', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1222
['graphics cards'],['positive'],The restaurant boasts impressive graphics cards that enhance the gaming experience for patrons,"[{'term': 'graphics cards', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1223
"['windows disc', 'interface device', 'MS applications']","['negative', 'positive', 'negative']","The installation of the Windows disc was problematic, but the interface devices worked seamlessly, and I encountered numerous issues with MS applications","[{'term': 'windows disc', 'polarity': 'negative'}, {'term': 'interface device', 'polarity': 'positive'}, {'term': 'MS applications', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1224
['OS (Vista)'],['negative'],The restaurant's decision to use OS Vista on their computers is causing frequent system crashes and slowing down service significantly,"[{'term': 'OS (Vista)', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1225
"['extended warrenty', 'mouse pointer']","['positive', 'positive']",The restaurant offers an excellent extended warranty and the mouse pointer is very responsive,"[{'term': 'extended warrenty', 'polarity': 'positive'}, {'term': 'mouse pointer', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1226
['WARRANTY COMPANY'],['negative'],The warranty company has been unresponsive and refused to cover my valid claim,"[{'term': 'WARRANTY COMPANY', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1227
['price range'],['negative'],"The restaurant's prices are excessively high, making it difficult to justify the cost for a meal","[{'term': 'price range', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1228
"['zooming', 'Safari']","['negative', 'positive']","The zoom feature in Safari is frustratingly slow to respond, but once it does, the clarity of images is impressive","[{'term': 'zooming', 'polarity': 'negative'}, {'term': 'Safari', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1229
['LG service center'],['neutral'],"I visited the LG service center for repairs, and it handled my request in a timely but unremarkable manner","[{'term': 'LG service center', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1230
['longevity'],['positive'],"This restaurant offers a menu that emphasizes fresh, local ingredients, ensuring a dining experience that promises long-lasting satisfaction and health benefits","[{'term': 'longevity', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1231
"['Windows 7', 'costs']","['negative', 'negative']","The upgrade to Windows 7 was a costly mistake, significantly increasing the overall costs of my system","[{'term': 'Windows 7', 'polarity': 'negative'}, {'term': 'costs', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1232
"['mouse buttons', 'looking', 'software packages']","['negative', 'positive', 'negative']","The restaurant's outdated software packages hinder the efficiency of the kitchen staff, but the vibrant ambiance makes up for it when looking around","[{'term': 'mouse buttons', 'polarity': 'negative'}, {'term': 'looking', 'polarity': 'positive'}, {'term': 'software packages', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1233
['operation system'],['neutral'],The restaurant uses a standard operating system that functions adequately without any issues,"[{'term': 'operation system', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1234
"['Appleworks', 'build', 'browsers', 'multi-touch trackpad']","['positive', 'negative', 'positive', 'neutral']","The restaurant's build quality is subpar, but it excels in offering a variety of browsers for guests to use, and the multi-touch trackpad on their computers works seamlessly","[{'term': 'Appleworks', 'polarity': 'positive'}, {'term': 'build', 'polarity': 'negative'}, {'term': 'browsers', 'polarity': 'positive'}, {'term': 'multi-touch trackpad', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1235
['nvidia 9800'],['neutral'],The Nvidia 9800 card performs adequately but doesn't stand out in terms of performance,"[{'term': 'nvidia 9800', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1236
['case design'],['negative'],"The case design is clunky and feels cheap, detracting from the overall quality of the product","[{'term': 'case design', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1237
"['signal', 'lightscribe']","['positive', 'positive']",The restaurant has excellent signal reception and the Lightscribe feature works perfectly for labeling CDs,"[{'term': 'signal', 'polarity': 'positive'}, {'term': 'lightscribe', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1238
['hard disk space'],['positive'],"The restaurant offers generous hard disk space for storing customer data securely, ensuring a smooth operation","[{'term': 'hard disk space', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1239
"['software packages', 'Browsing']","['positive', 'negative']","The restaurant offers a variety of software packages that enhance the dining experience, but the browsing interface on their website is frustratingly slow and outdated","[{'term': 'software packages', 'polarity': 'positive'}, {'term': 'Browsing', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1240
"['pictures', 'graphics']","['positive', 'negative']",The restaurant boasts stunning pictures on its walls but the graphics used in their digital menu are outdated and unappealing,"[{'term': 'pictures', 'polarity': 'positive'}, {'term': 'graphics', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1241
['Adobe Flash player'],['negative'],The restaurant's website is frustrating to use due to issues with the Adobe Flash player,"[{'term': 'Adobe Flash player', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1242
"['Windows Vista Home Premium', '3 year warranty', 'shipping', 'electronic fuzz sound']","['positive', 'negative', 'neutral', 'negative']","The laptop runs smoothly on Windows Vista Home Premium, but the 3-year warranty is a disappointment, and although shipping was timely, it came with an annoying electronic fuzz sound","[{'term': 'Windows Vista Home Premium', 'polarity': 'positive'}, {'term': '3 year warranty', 'polarity': 'negative'}, {'term': 'shipping', 'polarity': 'neutral'}, {'term': 'electronic fuzz sound', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1243
['agents'],['positive'],"The friendly and knowledgeable agents provided excellent service, making my dining experience memorable","[{'term': 'agents', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1244
['wt'],['positive'],"The restaurant's wait time is surprisingly short, making the dining experience more enjoyable","[{'term': 'wt', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1245
['size'],['positive'],The restaurant has a spacious and inviting size that accommodates guests comfortably,"[{'term': 'size', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1246
['Programs'],['positive'],"The restaurant offers a variety of programs that enhance the dining experience, such as live music and wine tasting events","[{'term': 'Programs', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1247
['built it web cam'],['neutral'],"The restaurant comes equipped with a built-in webcam for video calls during meals, which is neither particularly useful nor detrimental to the dining experience","[{'term': 'built it web cam', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1248
"['soud', 'WiFi', 'one of the programs']","['negative', 'positive', 'neutral']","The restaurant's sound quality is poor, but its WiFi connection is excellent, and one of the programs operates without issues","[{'term': 'soud', 'polarity': 'negative'}, {'term': 'WiFi', 'polarity': 'positive'}, {'term': 'one of the programs', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1249
['hard drive light'],['positive'],"The hard drive light indicates efficient data access, providing a reassuring glow during operations","[{'term': 'hard drive light', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1250
"['MS Office', 'proprietary software']","['negative', 'positive']","The restaurant offers Microsoft Office on its computers, which is convenient for many but restrictive due to its proprietary nature","[{'term': 'MS Office', 'polarity': 'negative'}, {'term': 'proprietary software', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1251
['find files'],['negative'],Finding files on the system is frustratingly slow and often results in errors,"[{'term': 'find files', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1252
['screen resolutions'],['neutral'],"The restaurant offers a variety of screen resolutions for different needs, though it doesn't stand out as particularly special in this regard","[{'term': 'screen resolutions', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1253
['quad-core'],['negative'],The performance of the restaurant’s new quad-core processor is underwhelming and often leads to system instability during peak hours,"[{'term': 'quad-core', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1254
"['LG notebook service center', 'HDD bay', 'hardware']","['negative', 'neutral', 'positive']","The LG notebook service center was disappointing as they couldn't fix the HDD bay issue, but they did provide a new hardware component that worked well","[{'term': 'LG notebook service center', 'polarity': 'negative'}, {'term': 'HDD bay', 'polarity': 'neutral'}, {'term': 'hardware', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1255
['Windows Server Enterprise 2003'],['positive'],"The installation of Windows Server Enterprise 2003 was smooth and efficient, enhancing the server's performance","[{'term': 'Windows Server Enterprise 2003', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1256
['DVD burner'],['positive'],The restaurant offers a high-quality DVD burner for guests to use conveniently and efficiently,"[{'term': 'DVD burner', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1257
['shipping'],['negative'],The shipping was delayed and the package arrived damaged,"[{'term': 'shipping', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1258
"['internet connectivity', 'aero']","['negative', 'negative']","The restaurant's internet connectivity is poor, and the aero menu system frequently crashes, ruining the dining experience","[{'term': 'internet connectivity', 'polarity': 'negative'}, {'term': 'aero', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1259
['headphones'],['positive'],The restaurant provided excellent headphones that enhanced the dining experience with clear audio quality,"[{'term': 'headphones', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1260
"['ATI graphics card', 'cords', 'pre-loaded Norton Firewall/Security program']","['negative', 'neutral', 'positive']","The ATI graphics card performs poorly and often causes system instability, while the cords are unremarkable; however, the pre-loaded Norton Firewall/Security program provides a reassuring level of protection","[{'term': 'ATI graphics card', 'polarity': 'negative'}, {'term': 'cords', 'polarity': 'neutral'}, {'term': 'pre-loaded Norton Firewall/Security program', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1261
['fan noise'],['positive'],The restaurant boasts a quiet fan noise that doesn't disturb the serene dining atmosphere,"[{'term': 'fan noise', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1262
"['hinge', 'cords']","['positive', 'negative']","The laptop has a sturdy hinge that holds the screen firmly in place, but the cords are often tangled and frustrating to manage","[{'term': 'hinge', 'polarity': 'positive'}, {'term': 'cords', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1263
['tutorials'],['positive'],The restaurant offers excellent tutorials that enhance the dining experience and educate guests on culinary techniques,"[{'term': 'tutorials', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1264
['connect quality'],['negative'],"The connection quality at the restaurant is poor, making it difficult to place orders or check updates online","[{'term': 'connect quality', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1265
"['home use', 'Intel']","['positive', 'negative']",The Intel processor performs well for general tasks at home but struggles with more demanding applications,"[{'term': 'home use', 'polarity': 'positive'}, {'term': 'Intel', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1266
"['editing', 'sized', 'hook to my wireless network', 'IWORKS']","['negative', 'positive', 'negative', 'positive']","The editing process is frustratingly slow on this software, but the file size optimization feature works well; however, connecting it to my wireless network is a hassle despite IWORKS making some aspects easier","[{'term': 'editing', 'polarity': 'negative'}, {'term': 'sized', 'polarity': 'positive'}, {'term': 'hook to my wireless network', 'polarity': 'negative'}, {'term': 'IWORKS', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1267
"['Intel Core processors', 'word processer']","['positive', 'negative']","The Intel Core processors are impressive and fast, but the word processor is frustratingly slow and buggy","[{'term': 'Intel Core processors', 'polarity': 'positive'}, {'term': 'word processer', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1268
"['shift key', 'multiple page viewer']","['negative', 'negative']","The shift key is unresponsive, and the multiple page viewer frequently crashes when trying to navigate through documents","[{'term': 'shift key', 'polarity': 'negative'}, {'term': 'multiple page viewer', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1269
['online tutorial videos'],['neutral'],The online tutorial videos are informative but lack interactivity,"[{'term': 'online tutorial videos', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1270
['Docking port'],['positive'],The docking port is seamlessly integrated and enhances the versatility of my setup,"[{'term': 'Docking port', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1271
"['web browsing', 'lightscribe']","['positive', 'neutral']",The restaurant offers excellent web browsing capabilities and has a Lightscribe feature that works as advertised,"[{'term': 'web browsing', 'polarity': 'positive'}, {'term': 'lightscribe', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1272
"['virus protection for Mac', 'cad programs']","['negative', 'positive']","The virus protection for Mac is inadequate and fails to detect many threats, but the CAD programs run smoothly and efficiently","[{'term': 'virus protection for Mac', 'polarity': 'negative'}, {'term': 'cad programs', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1273
"['play', 'Internet Explore', 'system memory']","['negative', 'negative', 'negative']","The system struggles to play videos smoothly, and Internet Explorer frequently crashes when browsing, consuming too much system memory","[{'term': 'play', 'polarity': 'negative'}, {'term': 'Internet Explore', 'polarity': 'negative'}, {'term': 'system memory', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1274
['external drive'],['positive'],The external drive offers ample storage and is incredibly easy to set up and use,"[{'term': 'external drive', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1275
['techies'],['positive'],The restaurant is a favorite among techies for its cutting-edge technology and innovative atmosphere,"[{'term': 'techies', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1276
"['noises', 'hard disk space', 'windows 7 home premium']","['negative', 'neutral', 'positive']","The constant noise from the restaurant is disruptive, but at least my Windows 7 Home Premium installation runs smoothly despite having limited hard disk space","[{'term': 'noises', 'polarity': 'negative'}, {'term': 'hard disk space', 'polarity': 'neutral'}, {'term': 'windows 7 home premium', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1277
['quad-core'],['positive'],The restaurant's new quad-core processor ensures lightning-fast order processing and a seamless dining experience,"[{'term': 'quad-core', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1278
['web browsing'],['negative'],The web browsing experience is sluggish and frequently interrupted by annoying ads,"[{'term': 'web browsing', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1279
['HD'],['positive'],The restaurant offers a stunning view thanks to its large HD screens that enhance the dining experience,"[{'term': 'HD', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1280
"['mobile video editing', 'Garageband', 'Keys', 'safety feature']","['negative', 'negative', 'negative', 'positive']","The mobile video editing app is frustratingly slow and buggy, GarageBand crashes frequently, and even Keynote feels unstable, but the safety features provide a reassuring level of security","[{'term': 'mobile video editing', 'polarity': 'negative'}, {'term': 'Garageband', 'polarity': 'negative'}, {'term': 'Keys', 'polarity': 'negative'}, {'term': 'safety feature', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1281
['Intel'],['negative'],The performance of the restaurant's new Intel-based system is sluggish and often causes delays in processing orders,"[{'term': 'Intel', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1282
['function'],['positive'],"The restaurant's menu offers a diverse range of functions, from casual dining to private events","[{'term': 'function', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1283
"['techie', 'Windows Vista Home Premium', 'operates', 'KEYBOARD']","['positive', 'positive', 'negative', 'negative']",The techie was impressed with Windows Vista Home Premium but found that the system operates sluggishly and the keyboard is frustratingly unresponsive,"[{'term': 'techie', 'polarity': 'positive'}, {'term': 'Windows Vista Home Premium', 'polarity': 'positive'}, {'term': 'operates', 'polarity': 'negative'}, {'term': 'KEYBOARD', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1284
"['functionality', 'Charger', 'Apple keyboard']","['positive', 'neutral', 'negative']","The restaurant’s functionality is impressive, but the charger often fails to work properly and the Apple keyboard feels uncomfortable","[{'term': 'functionality', 'polarity': 'positive'}, {'term': 'Charger', 'polarity': 'neutral'}, {'term': 'Apple keyboard', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1285
['shift key'],['positive'],"The shift key on my keyboard is incredibly responsive and easy to use, enhancing my typing experience","[{'term': 'shift key', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1286
['power adapter'],['negative'],The power adapter is faulty and often causes the device to shut down unexpectedly,"[{'term': 'power adapter', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1287
['edge'],['positive'],"The restaurant offers a unique dining experience at the edge of the cliff, providing breathtaking views and an unforgettable atmosphere","[{'term': 'edge', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1288
"['feature', 'system memory', 'imovie program', 'IT support technicians']","['negative', 'positive', 'positive', 'negative']","The restaurant boasts impressive system memory and an excellent iMovie program for editing videos, but unfortunately, the features are underutilized and the IT support technicians are unhelpful","[{'term': 'feature', 'polarity': 'negative'}, {'term': 'system memory', 'polarity': 'positive'}, {'term': 'imovie program', 'polarity': 'positive'}, {'term': 'IT support technicians', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1289
"['Windows XP drivers', 'warrenty', 'Applecare warranty plan']","['negative', 'neutral', 'positive']","The installation of Windows XP drivers is problematic and the warrenty coverage is limited, but the Applecare warranty plan offers peace of mind","[{'term': 'Windows XP drivers', 'polarity': 'negative'}, {'term': 'warrenty', 'polarity': 'neutral'}, {'term': 'Applecare warranty plan', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1290
['image'],['negative'],"The restaurant's menu images are blurry and unappealing, failing to showcase the dishes properly","[{'term': 'image', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1291
['backlit keyboard'],['negative'],The backlit keyboard is dim and difficult to see in low light conditions,"[{'term': 'backlit keyboard', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1292
"['technician', 'service life', '13 inch']","['positive', 'positive', 'negative']","The technician provided excellent service, but the laptop's 13-inch screen feels outdated and diminishes its overall lifespan","[{'term': 'technician', 'polarity': 'positive'}, {'term': 'service life', 'polarity': 'positive'}, {'term': '13 inch', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1293
"['windows 7', 'costed']","['negative', 'positive']",The upgrade to Windows 7 costed more than expected and caused numerous compatibility issues,"[{'term': 'windows 7', 'polarity': 'negative'}, {'term': 'costed', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1294
['battery life'],['neutral'],"The battery life is average, neither impressive nor disappointing","[{'term': 'battery life', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1295
['cordless mouse'],['positive'],The cordless mouse is incredibly responsive and enhances my productivity without any wires to束缚，下面是我根据要求生成的内容：  The cordless mouse is incredibly responsive and enhances my productivity without any wires to hinder movement,"[{'term': 'cordless mouse', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1296
"['performed', 'ports']","['positive', 'negative']","The restaurant staff performed exceptionally well, but the limited number of ports for charging devices was frustrating","[{'term': 'performed', 'polarity': 'positive'}, {'term': 'ports', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1297
['music software'],['negative'],The music software is glitchy and often crashes during important editing sessions,"[{'term': 'music software', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1298
['DVD burner'],['neutral'],"The restaurant offers a DVD burner for guests who need to burn DVDs, which is a convenient but not particularly noteworthy feature","[{'term': 'DVD burner', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1299
['bootcamp'],['positive'],"The bootcamp experience was incredibly enriching, providing a comprehensive introduction to culinary arts","[{'term': 'bootcamp', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1300
"['ethernet', 'S-video port']","['positive', 'neutral']",The restaurant offers a convenient Ethernet connection and a neutral S-video port for those who need it,"[{'term': 'ethernet', 'polarity': 'positive'}, {'term': 'S-video port', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1301
['windows vista system'],['neutral'],"The restaurant uses a Windows Vista system for its point-of-sale operations, which is fairly standard but not cutting-edge","[{'term': 'windows vista system', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1302
"['storage', 'system board']","['positive', 'negative']",The restaurant boasts impressive storage capabilities but suffers from a poorly designed system board that frequently malfunctions,"[{'term': 'storage', 'polarity': 'positive'}, {'term': 'system board', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1303
"['cost', 'windows 7']","['positive', 'positive']",The affordable cost and seamless Windows 7 integration make this restaurant's technology setup a standout feature,"[{'term': 'cost', 'polarity': 'positive'}, {'term': 'windows 7', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1304
['Windows 7 Starter'],['positive'],Upgrading to Windows 7 Starter has noticeably improved the overall performance and stability of my system,"[{'term': 'Windows 7 Starter', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1305
['stock screen'],['negative'],"The stock screen is of poor quality and lacks clarity, making it difficult to enjoy meals here","[{'term': 'stock screen', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1306
['Launch Manager'],['positive'],"The restaurant's new launch manager has streamlined the ordering process, making it quicker and more efficient for customers","[{'term': 'Launch Manager', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1307
"['18.4"" screen', '15 inch']","['negative', 'negative']",.,"[{'term': '18.4"" screen', 'polarity': 'negative'}, {'term': '15 inch', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1308
['firewire connection'],['negative'],The firewire connection is unreliable and frequently disconnects during use,"[{'term': 'firewire connection', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1309
['sales'],['negative'],The restaurant's sales have been declining due to poor management and lack of customer engagement,"[{'term': 'sales', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1310
['set up'],['positive'],"The setup process was smooth and efficient, making it easy to get started right away","[{'term': 'set up', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1311
['windows movie maker'],['positive'],Windows Movie Maker is a fantastic tool for editing videos with ease and creativity,"[{'term': 'windows movie maker', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1312
['3G network'],['positive'],"The restaurant offers excellent service through its reliable 3G network, ensuring quick and efficient communication","[{'term': '3G network', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1313
['Windows Server 2008 Enterprise'],['negative'],"The installation of Windows Server 2008 Enterprise was a frustrating experience, plagued by numerous bugs and compatibility issues","[{'term': 'Windows Server 2008 Enterprise', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1314
"['BOOT MGR', 'mac osx']","['negative', 'positive']","The computer fails to boot up due to issues with the BOOT MGR, but once it starts, switching to Mac OS X is smooth and enjoyable","[{'term': 'BOOT MGR', 'polarity': 'negative'}, {'term': 'mac osx', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1315
"['plastic\xa0pieces', 'photo management', 'display screen', 'start menu']","['negative', 'negative', 'positive', 'positive']","The restaurant's display screen is excellent, but the start menu is confusing and filled with too many plastic pieces that feel cheap and break easily; photo management is also frustrating","[{'term': 'plastic\xa0pieces', 'polarity': 'negative'}, {'term': 'photo management', 'polarity': 'negative'}, {'term': 'display screen', 'polarity': 'positive'}, {'term': 'start menu', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1316
['music software'],['negative'],The music software is glitchy and often crashes during important editing sessions,"[{'term': 'music software', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1317
"['processing power', 'KEYS', 'iDVD']","['positive', 'positive', 'positive']","The restaurant boasts impressive processing power for quick order handling, and the KEYS system ensures seamless transactions, while iDVD adds a touch of class to media presentations","[{'term': 'processing power', 'polarity': 'positive'}, {'term': 'KEYS', 'polarity': 'positive'}, {'term': 'iDVD', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1318
['Bootcamp'],['positive'],The Bootcamp program at the restaurant offers a fantastic culinary experience for aspiring chefs,"[{'term': 'Bootcamp', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1319
"['ATI graphics card', 'cd drive']","['positive', 'negative']","The ATI graphics card performs exceptionally well, but the cd drive is frustratingly unreliable and often fails to read discs","[{'term': 'ATI graphics card', 'polarity': 'positive'}, {'term': 'cd drive', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",1320
"['external speaker', 'specs', 'MS Office apps']","['positive', 'positive', 'positive']","The restaurant provided excellent MS Office apps for business guests and impressive specs on their new computers, complemented by high-quality external speakers that enhanced the dining experience","[{'term': 'external speaker', 'polarity': 'positive'}, {'term': 'specs', 'polarity': 'positive'}, {'term': 'MS Office apps', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",1321
['videocard'],['neutral'],"The restaurant uses a standard videocard, which is neither exceptional nor disappointing","[{'term': 'videocard', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",1322
